('M0P1', 'M0P2') [[30.496181]]
('N38', 'N128') [[16.679987]]
('N33', 'N83') [[16.679983]]
('N89', 'N183') [[16.679972]]
('N38', 'N92') [[16.679949]]
('N112', 'N121') [[16.679924]]
('N66', 'N194') [[16.67987]]
('N135', 'N171') [[16.679827]]
('N192', 'N247') [[16.67977]]
('N55', 'N248') [[16.679743]]
('N117', 'N213') [[16.679667]]
('N96', 'N201') [[16.6796]]
('N17', 'N27') [[16.67957]]
('N125', 'N173') [[16.67956]]
('N146', 'N223') [[16.6795]]
('N100', 'N131') [[16.6795]]
('N29', 'N112') [[16.679373]]
('N110', 'N154') [[16.679317]]
('N130', 'N131') [[16.679316]]
('N3', 'N242') [[16.679293]]
('N4', 'N234') [[16.67888]]
('N74', 'N170') [[16.678862]]
('N113', 'N206') [[16.678814]]
('N161', 'N174') [[16.678812]]
('N79', 'N160') [[16.678738]]
('N57', 'N122') [[16.678633]]
('N12', 'N50') [[16.678633]]
('N145', 'N159') [[16.67858]]
('N2', 'N157') [[16.67851]]
('N117', 'N186') [[16.678482]]
('N47', 'N176') [[16.678318]]
('N46', 'N211') [[16.678297]]
('N121', 'N189') [[16.678225]]
('N11', 'N66') [[16.678188]]
('N51', 'N81') [[16.678122]]
('N126', 'N218') [[16.678064]]
('N2', 'N70') [[16.678051]]
('N102', 'N108') [[16.678017]]
('N13', 'N195') [[16.677929]]
('N98', 'N143') [[16.677807]]
('N15', 'N100') [[16.67778]]
('N5', 'N202') [[16.677778]]
('N175', 'N218') [[16.677767]]
('N7', 'N125') [[16.6777]]
('N114', 'N205') [[16.67763]]
('N135', 'N163') [[16.677622]]
('N10', 'N244') [[16.677568]]
('N218', 'N233') [[16.677559]]
('N57', 'N156') [[16.677534]]
('N127', 'N141') [[16.67748]]
('N63', 'N225') [[16.677376]]
('N50', 'N204') [[16.677162]]
('N192', 'N226') [[16.677034]]
('N153', 'N170') [[16.677]]
('N60', 'N205') [[16.676977]]
('N49', 'N217') [[16.67696]]
('N89', 'N210') [[16.67688]]
('N8', 'N112') [[16.676867]]
('N64', 'N129') [[16.676817]]
('N191', 'N225') [[16.67679]]
('N46', 'N204') [[16.676722]]
('N0', 'N22') [[16.67665]]
('N89', 'N224') [[16.676584]]
('N223', 'N252') [[16.676502]]
('N115', 'N174') [[16.67648]]
('N113', 'N193') [[16.67634]]
('N116', 'N217') [[16.676283]]
('N24', 'N66') [[16.676271]]
('N29', 'N105') [[16.676193]]
('N125', 'N139') [[16.67619]]
('N38', 'N130') [[16.67615]]
('N23', 'N47') [[16.67612]]
('N77', 'N240') [[16.67609]]
('N0', 'N204') [[16.676008]]
('N5', 'N28') [[16.675863]]
('N107', 'N145') [[16.675718]]
('N40', 'N94') [[16.675663]]
('N9', 'N90') [[16.675634]]
('N3', 'N57') [[16.675627]]
('N97', 'N209') [[16.675615]]
('N50', 'N249') [[16.675602]]
('N190', 'N212') [[16.675596]]
('N141', 'N184') [[16.675594]]
('N91', 'N247') [[16.675573]]
('N218', 'N245') [[16.67557]]
('N78', 'N145') [[16.675539]]
('N170', 'N221') [[16.675516]]
('N27', 'N76') [[16.67551]]
('N119', 'N210') [[16.675457]]
('N70', 'N134') [[16.675446]]
('N91', 'N143') [[16.675434]]
('N112', 'N146') [[16.675432]]
('N235', 'N242') [[16.67543]]
('N176', 'N202') [[16.675287]]
('N107', 'N253') [[16.675278]]
('N106', 'N147') [[16.675127]]
('N27', 'N142') [[16.674986]]
('N43', 'N64') [[16.674967]]
('N95', 'N109') [[16.674881]]
('N57', 'N179') [[16.67486]]
('N112', 'N188') [[16.674753]]
('N166', 'N243') [[16.674673]]
('N100', 'N196') [[16.674585]]
('N2', 'N28') [[16.674578]]
('N6', 'N241') [[16.674547]]
('N47', 'N114') [[16.6745]]
('N106', 'N248') [[16.674488]]
('N72', 'N218') [[16.674444]]
('N77', 'N209') [[16.674305]]
('N115', 'N218') [[16.674248]]
('N108', 'N243') [[16.674217]]
('N10', 'N137') [[16.674215]]
('N217', 'N249') [[16.674072]]
('N179', 'N214') [[16.673988]]
('N25', 'N89') [[16.673765]]
('N119', 'N141') [[16.673733]]
('N50', 'N225') [[16.673716]]
('N132', 'N188') [[16.673706]]
('N38', 'N164') [[16.6736]]
('N151', 'N213') [[16.673552]]
('N137', 'N251') [[16.673489]]
('N41', 'N227') [[16.673489]]
('N98', 'N102') [[16.67348]]
('N79', 'N84') [[16.6734]]
('N103', 'N195') [[16.6733]]
('N112', 'N195') [[16.673233]]
('N91', 'N213') [[16.673182]]
('N197', 'N227') [[16.673178]]
('N50', 'N182') [[16.673115]]
('N205', 'N217') [[16.67304]]
('N37', 'N205') [[16.673037]]
('N62', 'N252') [[16.672953]]
('N184', 'N194') [[16.672943]]
('N3', 'N96') [[16.672932]]
('N83', 'N149') [[16.672705]]
('N0', 'N5') [[16.672674]]
('N70', 'N211') [[16.672577]]
('N3', 'N157') [[16.672499]]
('N111', 'N181') [[16.672472]]
('N84', 'N191') [[16.672413]]
('N20', 'N153') [[16.672386]]
('N116', 'N176') [[16.672306]]
('N93', 'N162') [[16.67226]]
('N91', 'N105') [[16.672235]]
('N2', 'N111') [[16.672174]]
('N203', 'N250') [[16.672157]]
('N165', 'N209') [[16.672142]]
('N207', 'N243') [[16.671997]]
('N43', 'N77') [[16.671995]]
('N214', 'N224') [[16.671938]]
('N7', 'N15') [[16.67193]]
('N240', 'N248') [[16.67192]]
('N112', 'N174') [[16.671848]]
('N161', 'N211') [[16.67183]]
('N135', 'N239') [[16.671698]]
('N97', 'N145') [[16.671677]]
('N186', 'N232') [[16.671598]]
('N64', 'N248') [[16.671495]]
('N31', 'N80') [[16.671392]]
('N104', 'N119') [[16.67131]]
('N11', 'N89') [[16.671299]]
('N147', 'N155') [[16.671215]]
('N0', 'N108') [[16.671114]]
('N178', 'N188') [[16.671028]]
('N161', 'N247') [[16.670929]]
('N76', 'N166') [[16.670841]]
('N19', 'N203') [[16.670742]]
('N181', 'N184') [[16.670712]]
('N146', 'N164') [[16.670612]]
('N59', 'N134') [[16.670591]]
('N180', 'N253') [[16.67056]]
('N93', 'N160') [[16.670528]]
('N98', 'N159') [[16.670525]]
('N108', 'N162') [[16.670517]]
('N209', 'N248') [[16.670498]]
('N78', 'N130') [[16.670498]]
('N32', 'N238') [[16.670471]]
('N30', 'N63') [[16.67043]]
('N0', 'N95') [[16.670414]]
('N117', 'N232') [[16.670353]]
('N189', 'N225') [[16.670294]]
('N118', 'N242') [[16.670244]]
('N66', 'N140') [[16.670227]]
('N96', 'N180') [[16.670187]]
('N56', 'N193') [[16.670155]]
('N24', 'N155') [[16.670086]]
('N124', 'N170') [[16.670008]]
('N95', 'N246') [[16.669947]]
('N130', 'N204') [[16.66987]]
('N174', 'N209') [[16.669737]]
('N16', 'N90') [[16.669706]]
('N83', 'N103') [[16.669624]]
('N209', 'N245') [[16.669472]]
('N49', 'N170') [[16.669378]]
('N146', 'N159') [[16.669289]]
('N25', 'N241') [[16.669277]]
('N36', 'N93') [[16.669224]]
('N35', 'N118') [[16.669188]]
('N108', 'N215') [[16.669064]]
('N153', 'N198') [[16.669062]]
('N0', 'N167') [[16.668997]]
('N64', 'N71') [[16.668766]]
('N12', 'N218') [[16.668663]]
('N7', 'N223') [[16.66862]]
('N36', 'N59') [[16.668598]]
('N96', 'N172') [[16.668549]]
('N5', 'N89') [[16.668505]]
('N90', 'N145') [[16.668322]]
('N109', 'N123') [[16.66827]]
('N90', 'N203') [[16.668251]]
('N8', 'N104') [[16.668251]]
('N102', 'N125') [[16.668165]]
('N86', 'N127') [[16.668135]]
('N81', 'N151') [[16.66813]]
('N29', 'N216') [[16.668125]]
('N51', 'N207') [[16.668097]]
('N74', 'N218') [[16.66803]]
('N13', 'N134') [[16.66791]]
('N30', 'N181') [[16.667875]]
('N146', 'N160') [[16.667732]]
('N206', 'N228') [[16.667599]]
('N77', 'N103') [[16.667578]]
('N70', 'N153') [[16.667452]]
('N94', 'N249') [[16.667439]]
('N146', 'N236') [[16.667429]]
('N71', 'N248') [[16.66742]]
('N10', 'N15') [[16.667395]]
('N50', 'N97') [[16.667377]]
('N96', 'N246') [[16.66737]]
('N132', 'N190') [[16.667337]]
('N13', 'N48') [[16.667334]]
('N243', 'N253') [[16.667315]]
('N205', 'N221') [[16.667307]]
('N20', 'N25') [[16.667202]]
('N9', 'N195') [[16.667185]]
('N109', 'N114') [[16.667084]]
('N14', 'N96') [[16.66707]]
('N103', 'N249') [[16.667044]]
('N165', 'N186') [[16.66701]]
('N136', 'N202') [[16.66701]]
('N157', 'N184') [[16.666973]]
('N145', 'N153') [[16.66697]]
('N150', 'N153') [[16.666933]]
('N2', 'N203') [[16.666891]]
('N30', 'N203') [[16.66688]]
('N89', 'N132') [[16.666874]]
('N29', 'N220') [[16.666828]]
('N55', 'N170') [[16.666681]]
('N137', 'N206') [[16.666489]]
('N26', 'N29') [[16.666346]]
('N157', 'N168') [[16.666193]]
('N71', 'N144') [[16.66601]]
('N169', 'N171') [[16.665993]]
('N70', 'N108') [[16.66595]]
('N24', 'N214') [[16.665949]]
('N204', 'N223') [[16.665907]]
('N178', 'N185') [[16.665478]]
('N63', 'N227') [[16.665459]]
('N137', 'N252') [[16.665443]]
('N17', 'N48') [[16.66534]]
('N48', 'N85') [[16.665184]]
('N128', 'N195') [[16.665129]]
('N148', 'N195') [[16.665098]]
('N138', 'N215') [[16.665005]]
('N162', 'N217') [[16.664902]]
('N63', 'N94') [[16.664824]]
('N44', 'N180') [[16.66481]]
('N117', 'N149') [[16.664791]]
('N65', 'N192') [[16.664774]]
('N10', 'N175') [[16.664728]]
('N41', 'N220') [[16.66471]]
('N83', 'N200') [[16.664646]]
('N79', 'N128') [[16.66458]]
('N34', 'N220') [[16.664568]]
('N4', 'N33') [[16.664524]]
('N78', 'N92') [[16.664518]]
('N188', 'N249') [[16.66436]]
('N28', 'N152') [[16.664341]]
('N151', 'N204') [[16.663992]]
('N83', 'N212') [[16.663893]]
('N49', 'N103') [[16.663834]]
('N149', 'N183') [[16.663809]]
('N122', 'N127') [[16.663797]]
('N50', 'N217') [[16.663729]]
('N25', 'N170') [[16.663586]]
('N6', 'N82') [[16.663555]]
('N25', 'N203') [[16.663538]]
('N147', 'N244') [[16.663525]]
('N91', 'N212') [[16.663462]]
('N26', 'N47') [[16.663424]]
('N18', 'N107') [[16.663374]]
('N59', 'N107') [[16.66337]]
('N148', 'N206') [[16.663286]]
('N251', 'M0P1') [[16.663101]]
('N97', 'N205') [[16.66303]]
('N65', 'N108') [[16.662971]]
('N24', 'N62') [[16.662933]]
('N27', 'N134') [[16.662914]]
('N10', 'N141') [[16.66286]]
('N56', 'N194') [[16.662857]]
('N19', 'N119') [[16.66281]]
('N65', 'N157') [[16.662703]]
('N155', 'N205') [[16.662617]]
('N81', 'N107') [[16.6626]]
('N20', 'N69') [[16.66259]]
('N38', 'N176') [[16.66256]]
('N25', 'N103') [[16.662552]]
('N192', 'N231') [[16.662468]]
('N164', 'N186') [[16.662388]]
('N107', 'N227') [[16.662384]]
('N57', 'N158') [[16.662197]]
('N38', 'N95') [[16.662073]]
('N100', 'N253') [[16.66207]]
('N169', 'N209') [[16.66198]]
('N60', 'N165') [[16.661867]]
('N110', 'N121') [[16.661858]]
('N61', 'N227') [[16.661835]]
('N59', 'N224') [[16.66176]]
('N71', 'N247') [[16.661737]]
('N147', 'N166') [[16.66166]]
('N15', 'N244') [[16.661636]]
('N34', 'N48') [[16.66153]]
('N192', 'N205') [[16.661287]]
('N134', 'N223') [[16.661263]]
('N1', 'N20') [[16.66118]]
('N187', 'N222') [[16.6611]]
('N116', 'N207') [[16.661095]]
('N27', 'N170') [[16.660921]]
('N71', 'N79') [[16.660887]]
('N153', 'N217') [[16.660755]]
('N162', 'N193') [[16.660625]]
('N89', 'N148') [[16.660624]]
('N132', 'N165') [[16.66059]]
('N28', 'N226') [[16.660501]]
('N93', 'N108') [[16.660437]]
('N6', 'N29') [[16.660366]]
('N116', 'N231') [[16.66028]]
('N36', 'N89') [[16.66026]]
('N5', 'N134') [[16.660244]]
('N50', 'N119') [[16.660206]]
('N93', 'N146') [[16.660118]]
('N193', 'N221') [[16.660109]]
('N82', 'N128') [[16.660109]]
('N223', 'N227') [[16.660082]]
('N137', 'N202') [[16.660015]]
('N97', 'N112') [[16.65992]]
('N106', 'N192') [[16.659824]]
('N39', 'N57') [[16.659746]]
('N85', 'N210') [[16.659737]]
('N4', 'N163') [[16.659697]]
('N0', 'N40') [[16.65964]]
('N117', 'N133') [[16.659567]]
('N28', 'N156') [[16.659475]]
('N212', 'N221') [[16.659334]]
('N71', 'N100') [[16.65928]]
('N187', 'N243') [[16.659224]]
('N139', 'N224') [[16.6592]]
('N6', 'N237') [[16.659159]]
('N30', 'N95') [[16.659128]]
('N96', 'N237') [[16.659063]]
('N40', 'N135') [[16.659008]]
('N179', 'N193') [[16.65888]]
('N13', 'N84') [[16.658876]]
('N122', 'N161') [[16.658829]]
('N96', 'N175') [[16.65882]]
('N47', 'N242') [[16.658792]]
('N45', 'N222') [[16.658731]]
('N138', 'N218') [[16.658709]]
('N183', 'N213') [[16.658663]]
('N112', 'N193') [[16.65866]]
('N18', 'N246') [[16.658648]]
('N41', 'N131') [[16.658615]]
('N26', 'N209') [[16.658558]]
('N0', 'N114') [[16.65855]]
('N215', 'N217') [[16.658512]]
('N3', 'N78') [[16.658476]]
('N153', 'N225') [[16.658365]]
('N119', 'N247') [[16.658352]]
('N46', 'N215') [[16.658352]]
('N28', 'N223') [[16.658339]]
('N123', 'N243') [[16.658287]]
('N104', 'N162') [[16.658194]]
('N38', 'N234') [[16.658194]]
('N71', 'N216') [[16.658085]]
('N67', 'N91') [[16.657951]]
('N163', 'N209') [[16.65791]]
('N113', 'N147') [[16.657867]]
('N123', 'N192') [[16.65786]]
('N234', 'N236') [[16.657818]]
('N30', 'N235') [[16.657747]]
('N48', 'N156') [[16.657726]]
('N18', 'N179') [[16.657663]]
('N54', 'N206') [[16.657595]]
('N16', 'N169') [[16.6574]]
('N53', 'N103') [[16.657335]]
('N28', 'N34') [[16.657331]]
('N62', 'N250') [[16.657278]]
('N0', 'N240') [[16.657272]]
('N134', 'N163') [[16.657246]]
('N57', 'N245') [[16.657246]]
('N22', 'N97') [[16.657228]]
('N98', 'N100') [[16.657215]]
('N79', 'N116') [[16.657177]]
('N15', 'N89') [[16.657177]]
('N33', 'N104') [[16.657158]]
('N92', 'N209') [[16.657124]]
('N159', 'N242') [[16.657108]]
('N60', 'N204') [[16.657042]]
('N109', 'N223') [[16.656912]]
('N218', 'N228') [[16.65683]]
('N134', 'N164') [[16.656809]]
('N251', 'N253') [[16.656769]]
('N189', 'N227') [[16.656752]]
('N167', 'N241') [[16.656702]]
('N138', 'N225') [[16.656696]]
('N202', 'N210') [[16.656656]]
('N167', 'N225') [[16.656628]]
('N13', 'N218') [[16.656626]]
('N16', 'N109') [[16.656584]]
('N153', 'N183') [[16.656553]]
('N10', 'N111') [[16.656532]]
('N57', 'N114') [[16.6565]]
('N71', 'N188') [[16.656487]]
('N115', 'N227') [[16.656446]]
('N6', 'N178') [[16.656418]]
('N75', 'N223') [[16.656399]]
('N132', 'N235') [[16.656384]]
('N126', 'N157') [[16.65635]]
('N2', 'N66') [[16.656307]]
('N76', 'N140') [[16.656296]]
('N57', 'N237') [[16.656202]]
('N66', 'N154') [[16.656193]]
('N81', 'N223') [[16.656122]]
('N6', 'N119') [[16.656073]]
('N49', 'N132') [[16.655794]]
('N76', 'N192') [[16.655777]]
('N2', 'N214') [[16.655695]]
('N4', 'N130') [[16.65562]]
('N0', 'N62') [[16.65561]]
('N218', 'N244') [[16.65558]]
('N110', 'N150') [[16.655453]]
('N10', 'N38') [[16.655201]]
('N149', 'N192') [[16.655176]]
('N128', 'N202') [[16.655073]]
('N124', 'N189') [[16.655031]]
('N29', 'N39') [[16.65463]]
('N97', 'N244') [[16.65455]]
('N11', 'N15') [[16.654493]]
('N42', 'N111') [[16.654476]]
('N74', 'N109') [[16.65441]]
('N124', 'N227') [[16.654348]]
('N31', 'N203') [[16.654299]]
('N133', 'N146') [[16.654284]]
('N76', 'N155') [[16.654215]]
('N2', 'N209') [[16.654156]]
('N13', 'N50') [[16.654066]]
('N130', 'N169') [[16.654041]]
('N144', 'N221') [[16.653973]]
('N92', 'N157') [[16.653927]]
('N96', 'N102') [[16.653893]]
('N151', 'N169') [[16.653801]]
('N51', 'N85') [[16.653658]]
('N151', 'N248') [[16.653645]]
('N194', 'N237') [[16.653606]]
('N80', 'N202') [[16.653467]]
('N50', 'N186') [[16.65338]]
('N227', 'N247') [[16.653273]]
('N109', 'N157') [[16.653263]]
('N44', 'N244') [[16.653044]]
('N28', 'N253') [[16.653025]]
('N83', 'N157') [[16.653011]]
('N75', 'N210') [[16.65293]]
('N59', 'N186') [[16.6529]]
('N75', 'N253') [[16.652885]]
('N56', 'N81') [[16.652836]]
('N37', 'N76') [[16.652773]]
('N174', 'N235') [[16.652761]]
('N24', 'N161') [[16.65276]]
('N83', 'N253') [[16.652716]]
('N30', 'N150') [[16.65258]]
('N47', 'N189') [[16.652563]]
('N104', 'N128') [[16.652353]]
('N81', 'N188') [[16.65229]]
('N131', 'N148') [[16.65226]]
('N132', 'N148') [[16.652191]]
('N98', 'N195') [[16.652151]]
('N161', 'N203') [[16.652098]]
('N0', 'N188') [[16.652052]]
('N9', 'N246') [[16.652002]]
('N4', 'N233') [[16.652002]]
('N163', 'N204') [[16.651976]]
('N28', 'N180') [[16.651926]]
('N108', 'N176') [[16.651863]]
('N38', 'N213') [[16.65186]]
('N76', 'N138') [[16.651642]]
('N10', 'N206') [[16.651531]]
('N27', 'N251') [[16.651516]]
('N83', 'N221') [[16.65147]]
('N135', 'N151') [[16.651447]]
('N110', 'N185') [[16.651405]]
('N110', 'N159') [[16.651339]]
('N110', 'N176') [[16.65121]]
('N119', 'N208') [[16.651176]]
('N100', 'N122') [[16.651173]]
('N27', 'N211') [[16.651148]]
('N134', 'N204') [[16.650896]]
('N45', 'N86') [[16.650862]]
('N109', 'N137') [[16.65081]]
('N44', 'N173') [[16.65076]]
('N45', 'N56') [[16.650751]]
('N36', 'N184') [[16.650726]]
('N153', 'N231') [[16.650713]]
('N16', 'N103') [[16.650703]]
('N51', 'N127') [[16.650686]]
('N163', 'N228') [[16.65067]]
('N13', 'N22') [[16.650532]]
('N62', 'N95') [[16.650446]]
('N9', 'N204') [[16.650434]]
('N81', 'N86') [[16.650318]]
('N31', 'N193') [[16.650284]]
('N25', 'N240') [[16.650242]]
('N46', 'N157') [[16.650238]]
('N0', 'N238') [[16.650227]]
('N36', 'N97') [[16.650219]]
('N83', 'N220') [[16.650118]]
('N0', 'N163') [[16.649862]]
('N108', 'N184') [[16.649824]]
('N32', 'N178') [[16.64979]]
('N14', 'N226') [[16.649754]]
('N170', 'N212') [[16.649685]]
('N10', 'N80') [[16.649666]]
('N131', 'N145') [[16.649656]]
('N89', 'N195') [[16.649595]]
('N127', 'N206') [[16.649508]]
('N8', 'N200') [[16.649483]]
('N45', 'N85') [[16.649466]]
('N186', 'N189') [[16.649427]]
('N9', 'N213') [[16.649395]]
('N50', 'N76') [[16.649324]]
('N41', 'N241') [[16.649315]]
('N45', 'N167') [[16.649277]]
('N89', 'N91') [[16.64917]]
('N18', 'N159') [[16.649166]]
('N16', 'N35') [[16.649157]]
('N33', 'N194') [[16.6491]]
('N103', 'N118') [[16.649017]]
('N154', 'N228') [[16.648989]]
('N43', 'N127') [[16.648903]]
('N110', 'N162') [[16.648893]]
('N13', 'N83') [[16.648787]]
('N148', 'N240') [[16.648775]]
('N2', 'N64') [[16.648752]]
('N77', 'N169') [[16.64863]]
('N24', 'N180') [[16.648561]]
('N76', 'N80') [[16.648535]]
('N66', 'N101') [[16.64853]]
('N15', 'N60') [[16.648502]]
('N95', 'N97') [[16.648401]]
('N131', 'N174') [[16.648397]]
('N134', 'N225') [[16.64836]]
('N132', 'N161') [[16.648302]]
('N240', 'N253') [[16.648176]]
('N36', 'N161') [[16.648165]]
('N18', 'N138') [[16.647997]]
('N89', 'N111') [[16.647966]]
('N71', 'N82') [[16.647825]]
('N191', 'N248') [[16.647709]]
('N28', 'N170') [[16.647516]]
('N218', 'N229') [[16.647415]]
('N149', 'N253') [[16.647373]]
('N83', 'N114') [[16.647348]]
('N9', 'N225') [[16.647335]]
('N119', 'N248') [[16.647314]]
('N10', 'N163') [[16.64725]]
('N3', 'N228') [[16.64724]]
('N38', 'N64') [[16.647198]]
('N97', 'N234') [[16.647188]]
('N98', 'N131') [[16.647167]]
('N109', 'N207') [[16.64716]]
('N149', 'N228') [[16.647116]]
('N111', 'N200') [[16.647053]]
('N96', 'N190') [[16.647028]]
('N50', 'N81') [[16.646921]]
('N7', 'N243') [[16.646908]]
('N45', 'N242') [[16.646873]]
('N25', 'N160') [[16.646828]]
('N174', 'N180') [[16.646723]]
('N94', 'N209') [[16.646646]]
('N2', 'N103') [[16.646288]]
('N108', 'N117') [[16.646273]]
('N8', 'N71') [[16.646263]]
('N7', 'N64') [[16.646236]]
('N117', 'N126') [[16.646229]]
('N72', 'N127') [[16.646078]]
('N174', 'N183') [[16.646065]]
('N51', 'N57') [[16.645947]]
('N46', 'N95') [[16.645945]]
('N47', 'N124') [[16.645906]]
('N245', 'N253') [[16.645805]]
('N104', 'N144') [[16.64544]]
('N41', 'N146') [[16.645164]]
('N47', 'N204') [[16.645111]]
('N27', 'N92') [[16.645044]]
('N37', 'N171') [[16.645014]]
('N52', 'N104') [[16.644983]]
('N212', 'N230') [[16.644924]]
('N150', 'N240') [[16.644867]]
('N10', 'N211') [[16.644768]]
('N86', 'N110') [[16.644735]]
('N55', 'N181') [[16.644712]]
('N134', 'N140') [[16.644554]]
('N30', 'N202') [[16.64451]]
('N132', 'N217') [[16.644426]]
('N72', 'N81') [[16.64417]]
('N143', 'N248') [[16.643898]]
('N179', 'N242') [[16.64382]]
('N101', 'N243') [[16.643568]]
('N31', 'N204') [[16.643425]]
('N132', 'N147') [[16.64342]]
('N139', 'N218') [[16.643373]]
('N206', 'N210') [[16.643269]]
('N72', 'N153') [[16.643234]]
('N36', 'N127') [[16.643215]]
('N98', 'N197') [[16.643185]]
('N212', 'N242') [[16.643093]]
('N4', 'N246') [[16.643026]]
('N113', 'N189') [[16.642979]]
('N47', 'N252') [[16.642971]]
('N4', 'N89') [[16.642925]]
('N7', 'N211') [[16.64292]]
('N132', 'N144') [[16.642906]]
('N110', 'N178') [[16.64285]]
('N138', 'N179') [[16.642813]]
('N43', 'N240') [[16.6428]]
('N77', 'N108') [[16.642754]]
('N161', 'N243') [[16.642752]]
('N109', 'N173') [[16.6427]]
('N31', 'N211') [[16.6427]]
('N72', 'N145') [[16.64269]]
('N25', 'N104') [[16.642653]]
('N83', 'N206') [[16.64264]]
('N38', 'N251') [[16.64261]]
('N55', 'N249') [[16.642607]]
('N35', 'N248') [[16.642467]]
('N113', 'N174') [[16.64243]]
('N29', 'N195') [[16.642414]]
('N110', 'N175') [[16.642323]]
('N134', 'N162') [[16.642275]]
('N20', 'N105') [[16.642275]]
('N93', 'N102') [[16.642267]]
('N74', 'N157') [[16.642265]]
('N84', 'N164') [[16.642208]]
('N34', 'N124') [[16.642183]]
('N62', 'N216') [[16.642176]]
('N18', 'N101') [[16.64202]]
('N48', 'N151') [[16.641685]]
('N154', 'N157') [[16.641657]]
('N85', 'N149') [[16.641375]]
('N169', 'N228') [[16.641369]]
('N125', 'N134') [[16.641247]]
('N224', 'N225') [[16.641243]]
('N16', 'N195') [[16.641201]]
('N183', 'N207') [[16.641151]]
('N141', 'N206') [[16.641113]]
('N76', 'N145') [[16.641043]]
('N63', 'N84') [[16.641006]]
('N89', 'N103') [[16.640884]]
('N185', 'N235') [[16.640865]]
('N113', 'N168') [[16.640814]]
('N93', 'N186') [[16.640589]]
('N30', 'N170') [[16.640587]]
('N207', 'N213') [[16.640558]]
('N12', 'N253') [[16.640543]]
('N89', 'N126') [[16.640455]]
('N6', 'N136') [[16.640232]]
('N80', 'N204') [[16.640118]]
('N98', 'N249') [[16.640114]]
('N36', 'N210') [[16.640068]]
('N67', 'N96') [[16.640047]]
('N70', 'N113') [[16.639837]]
('N165', 'N205') [[16.639765]]
('N75', 'N202') [[16.639727]]
('N171', 'N203') [[16.639694]]
('N20', 'N156') [[16.639677]]
('N45', 'N168') [[16.639631]]
('N138', 'N235') [[16.63961]]
('N80', 'N205') [[16.639585]]
('N156', 'N253') [[16.639568]]
('N94', 'N153') [[16.639423]]
('N145', 'N244') [[16.639412]]
('N101', 'N216') [[16.639347]]
('N1', 'N192') [[16.639338]]
('N12', 'N122') [[16.63932]]
('N41', 'N158') [[16.639261]]
('N6', 'N232') [[16.63915]]
('N50', 'N101') [[16.639044]]
('N165', 'N225') [[16.638971]]
('N66', 'N149') [[16.638945]]
('N13', 'N125') [[16.638943]]
('N30', 'N142') [[16.638811]]
('N163', 'N178') [[16.63868]]
('N141', 'N224') [[16.63863]]
('N29', 'N108') [[16.638275]]
('N206', 'N242') [[16.638147]]
('N42', 'N157') [[16.638115]]
('N191', 'N192') [[16.638111]]
('N159', 'M0P1') [[16.638004]]
('N104', 'N233') [[16.637823]]
('N200', 'N211') [[16.637804]]
('N3', 'N10') [[16.637749]]
('N235', 'N236') [[16.637506]]
('N216', 'N224') [[16.637486]]
('N104', 'N169') [[16.637465]]
('N117', 'N218') [[16.637392]]
('N175', 'N215') [[16.637056]]
('N195', 'N225') [[16.636976]]
('N176', 'N217') [[16.636896]]
('N132', 'N163') [[16.636845]]
('N10', 'N27') [[16.636822]]
('N47', 'N136') [[16.636747]]
('N7', 'N252') [[16.636745]]
('N35', 'N228') [[16.63671]]
('N35', 'N173') [[16.636702]]
('N175', 'N213') [[16.636663]]
('N202', 'N244') [[16.636547]]
('N36', 'N164') [[16.636292]]
('N151', 'N186') [[16.636269]]
('N213', 'N248') [[16.636166]]
('N77', 'N85') [[16.636158]]
('N86', 'N236') [[16.63615]]
('N60', 'N64') [[16.636059]]
('N146', 'N167') [[16.636057]]
