('M0P1', 'M0P2') [[30.496181]]
('N37', 'N154') [[16.728579]]
('N99', 'N205') [[16.728561]]
('N9', 'N125') [[16.728529]]
('N4', 'N167') [[16.728426]]
('N194', 'N223') [[16.728394]]
('N82', 'N220') [[16.728392]]
('N192', 'N207') [[16.728369]]
('N98', 'N234') [[16.728369]]
('N118', 'N147') [[16.728312]]
('N25', 'N77') [[16.728212]]
('N35', 'N197') [[16.72819]]
('N12', 'N30') [[16.728148]]
('N62', 'N69') [[16.728144]]
('N7', 'N154') [[16.7281]]
('N64', 'N94') [[16.727978]]
('N56', 'N109') [[16.727978]]
('N170', 'N240') [[16.72788]]
('N3', 'N62') [[16.727879]]
('N133', 'N137') [[16.727818]]
('N6', 'N101') [[16.72775]]
('N27', 'N130') [[16.727747]]
('N30', 'N57') [[16.727732]]
('N150', 'N180') [[16.727718]]
('N110', 'N171') [[16.727713]]
('N103', 'N185') [[16.727703]]
('N150', 'N179') [[16.72755]]
('N63', 'N118') [[16.727543]]
('N92', 'N223') [[16.7275]]
('N6', 'N128') [[16.72748]]
('N4', 'N150') [[16.727398]]
('N77', 'N221') [[16.72728]]
('N22', 'N215') [[16.727276]]
('N192', 'N210') [[16.72726]]
('N39', 'N131') [[16.727184]]
('N14', 'N62') [[16.727184]]
('N26', 'N89') [[16.72716]]
('N27', 'N60') [[16.727137]]
('N36', 'N215') [[16.727034]]
('N132', 'N151') [[16.727028]]
('N55', 'N192') [[16.727013]]
('N35', 'N40') [[16.726908]]
('N129', 'N153') [[16.726784]]
('N63', 'N71') [[16.72676]]
('N63', 'N203') [[16.726662]]
('N86', 'N146') [[16.72661]]
('N0', 'N23') [[16.72638]]
('N121', 'N162') [[16.726313]]
('N29', 'N169') [[16.7263]]
('N60', 'N253') [[16.726221]]
('N10', 'N243') [[16.726145]]
('N1', 'N78') [[16.726063]]
('N132', 'N177') [[16.726032]]
('N133', 'N159') [[16.726023]]
('N125', 'N240') [[16.726007]]
('N16', 'N81') [[16.726007]]
('N82', 'N170') [[16.725996]]
('N121', 'N159') [[16.725962]]
('N100', 'N218') [[16.725853]]
('N66', 'N110') [[16.725653]]
('N126', 'N153') [[16.72564]]
('N56', 'N62') [[16.725578]]
('N27', 'N112') [[16.725527]]
('N93', 'N211') [[16.725506]]
('N9', 'N62') [[16.725487]]
('N101', 'N221') [[16.725426]]
('N31', 'N103') [[16.725414]]
('N94', 'N170') [[16.725328]]
('N96', 'N200') [[16.725275]]
('N69', 'N218') [[16.725178]]
('N18', 'N91') [[16.725039]]
('N41', 'N104') [[16.725016]]
('N18', 'N99') [[16.724926]]
('N7', 'N195') [[16.724926]]
('N25', 'N207') [[16.724886]]
('N83', 'N234') [[16.724874]]
('N108', 'N168') [[16.7248]]
('N9', 'N12') [[16.7248]]
('N6', 'N234') [[16.7248]]
('N107', 'N223') [[16.724787]]
('N163', 'N193') [[16.724722]]
('N10', 'N238') [[16.724602]]
('N12', 'N249') [[16.724556]]
('N35', 'N55') [[16.724545]]
('N210', 'N223') [[16.7244]]
('N44', 'N73') [[16.724346]]
('N48', 'N61') [[16.724318]]
('N142', 'N169') [[16.724312]]
('N26', 'N90') [[16.724266]]
('N175', 'N211') [[16.72424]]
('N29', 'N233') [[16.72416]]
('N83', 'N126') [[16.724155]]
('N34', 'N153') [[16.724108]]
('N2', 'N232') [[16.724092]]
('N99', 'N215') [[16.724058]]
('N83', 'N184') [[16.724033]]
('N203', 'N244') [[16.723978]]
('N9', 'N47') [[16.723944]]
('N132', 'N189') [[16.723787]]
('N20', 'N58') [[16.72369]]
('N197', 'N234') [[16.723618]]
('N5', 'N64') [[16.723583]]
('N52', 'N205') [[16.72344]]
('N42', 'N138') [[16.723429]]
('N50', 'N62') [[16.723427]]
('N175', 'N225') [[16.723406]]
('N80', 'N159') [[16.72333]]
('N175', 'N232') [[16.723326]]
('N183', 'N192') [[16.723244]]
('N64', 'N134') [[16.723242]]
('N44', 'N249') [[16.72306]]
('N60', 'N207') [[16.723042]]
('N11', 'N57') [[16.722977]]
('N20', 'N239') [[16.72297]]
('N204', 'N246') [[16.722866]]
('N26', 'N48') [[16.722765]]
('N31', 'N90') [[16.722597]]
('N113', 'N134') [[16.722456]]
('N169', 'N243') [[16.72239]]
('N145', 'N203') [[16.722303]]
('N104', 'N113') [[16.722221]]
('N62', 'N196') [[16.722193]]
('N34', 'N211') [[16.721891]]
('N137', 'N218') [[16.721855]]
('N89', 'N169') [[16.72178]]
('N167', 'N171') [[16.721779]]
('N25', 'N87') [[16.721735]]
('N135', 'N222') [[16.72161]]
('N0', 'N66') [[16.721603]]
('N8', 'N24') [[16.721485]]
('N67', 'N193') [[16.72148]]
('N178', 'N246') [[16.721401]]
('N194', 'N247') [[16.721375]]
('N60', 'N90') [[16.721344]]
('N63', 'N85') [[16.721342]]
('N62', 'N217') [[16.721281]]
('N10', 'N65') [[16.721258]]
('N116', 'N242') [[16.72123]]
('N31', 'N157') [[16.721224]]
('N27', 'N217') [[16.72118]]
('N6', 'N126') [[16.721178]]
('N5', 'N167') [[16.721146]]
('N164', 'N170') [[16.721024]]
('N64', 'N104') [[16.720987]]
('N155', 'N225') [[16.72098]]
('N208', 'N213') [[16.72095]]
('N137', 'N204') [[16.720892]]
('N24', 'N85') [[16.72081]]
('N1', 'N138') [[16.720705]]
('N73', 'N178') [[16.720673]]
('N8', 'N10') [[16.720667]]
('N37', 'N94') [[16.720366]]
('N108', 'N225') [[16.720364]]
('N15', 'N197') [[16.720314]]
('N113', 'N161') [[16.720142]]
('N212', 'N253') [[16.720133]]
('N83', 'N218') [[16.720125]]
('N5', 'N27') [[16.720078]]
('N42', 'N97') [[16.72007]]
('N108', 'N155') [[16.720066]]
('N125', 'N145') [[16.720034]]
('N169', 'N232') [[16.720009]]
('N27', 'N202') [[16.719995]]
('N78', 'N207') [[16.719992]]
('N200', 'N243') [[16.719965]]
('N82', 'N116') [[16.719849]]
('N29', 'N74') [[16.719746]]
('N79', 'N192') [[16.719742]]
('N9', 'N43') [[16.7197]]
('N15', 'N175') [[16.71962]]
('N47', 'N233') [[16.719614]]
('N170', 'N252') [[16.719528]]
('N11', 'N178') [[16.71946]]
('N27', 'N70') [[16.719376]]
('N9', 'N146') [[16.71924]]
('N60', 'N144') [[16.71923]]
('N36', 'N155') [[16.719215]]
('N99', 'N202') [[16.719189]]
('N24', 'N29') [[16.718998]]
('N80', 'N141') [[16.718946]]
('N128', 'N240') [[16.718931]]
('N138', 'N155') [[16.718878]]
('N9', 'N94') [[16.718842]]
('N61', 'N192') [[16.718838]]
('N9', 'N117') [[16.718836]]
('N64', 'N221') [[16.718824]]
('N107', 'N197') [[16.71879]]
('N60', 'N70') [[16.71875]]
('N2', 'N36') [[16.718592]]
('N11', 'N108') [[16.718418]]
('N124', 'N166') [[16.718395]]
('N100', 'N111') [[16.718384]]
('N63', 'N210') [[16.71833]]
('N103', 'N111') [[16.718208]]
('N141', 'N175') [[16.718178]]
('N156', 'N228') [[16.717976]]
('N46', 'N104') [[16.717966]]
('N107', 'N180') [[16.717918]]
('N82', 'N192') [[16.717863]]
('N190', 'N211') [[16.717836]]
('N87', 'N174') [[16.71768]]
('N147', 'N241') [[16.717598]]
('N46', 'N128') [[16.71754]]
('N238', 'N243') [[16.717506]]
('N97', 'N124') [[16.717388]]
('N42', 'N96') [[16.717327]]
('N92', 'N113') [[16.717318]]
('N94', 'N215') [[16.717314]]
('N192', 'N197') [[16.717215]]
('N76', 'N131') [[16.71718]]
('N85', 'N200') [[16.717138]]
('N163', 'N243') [[16.717073]]
('N119', 'N148') [[16.71705]]
('N83', 'N199') [[16.717033]]
('N6', 'N177') [[16.716993]]
('N178', 'N195') [[16.716955]]
('N13', 'N51') [[16.716932]]
('N159', 'N162') [[16.716747]]
('N85', 'N234') [[16.716736]]
('N141', 'N221') [[16.716627]]
('N46', 'N86') [[16.716623]]
('N157', 'N182') [[16.7166]]
('N2', 'N150') [[16.716536]]
('N51', 'N121') [[16.716532]]
('N199', 'N240') [[16.716442]]
('N40', 'N171') [[16.716438]]
('N86', 'N148') [[16.716343]]
('N11', 'N216') [[16.71625]]
('N57', 'N112') [[16.716246]]
('N69', 'N76') [[16.716219]]
('N146', 'N240') [[16.716202]]
('N83', 'N166') [[16.715918]]
('N2', 'N238') [[16.715836]]
('N55', 'N225') [[16.715813]]
('N127', 'N240') [[16.715714]]
('N13', 'N234') [[16.715687]]
('N159', 'N223') [[16.71568]]
('N39', 'N193') [[16.715576]]
('N142', 'N248') [[16.715534]]
('N203', 'N234') [[16.715406]]
('N49', 'N107') [[16.715395]]
('N0', 'N83') [[16.71537]]
('N77', 'N80') [[16.715338]]
('N2', 'N225') [[16.7153]]
('N44', 'N183') [[16.715292]]
('N32', 'N138') [[16.715164]]
('N85', 'N97') [[16.714954]]
('N2', 'N247') [[16.714916]]
('N161', 'N204') [[16.71483]]
('N82', 'N154') [[16.714743]]
('N169', 'N202') [[16.714617]]
('N144', 'N209') [[16.71451]]
('N184', 'N209') [[16.71445]]
('N36', 'N231') [[16.71442]]
('N225', 'N245') [[16.714417]]
('N63', 'N228') [[16.71431]]
('N59', 'N202') [[16.714155]]
('N112', 'N180') [[16.714123]]
('N71', 'N155') [[16.71412]]
('N231', 'N236') [[16.714079]]
('N4', 'N214') [[16.713985]]
('N109', 'N240') [[16.713982]]
('N10', 'N188') [[16.713966]]
('N63', 'N65') [[16.713919]]
('N94', 'N187') [[16.713913]]
('N36', 'N197') [[16.713886]]
('N40', 'N125') [[16.713789]]
('N7', 'N45') [[16.713726]]
('N174', 'N215') [[16.71366]]
('N7', 'N82') [[16.713285]]
('N24', 'N200') [[16.713165]]
('N145', 'N204') [[16.71314]]
('N38', 'N219') [[16.713116]]
('N91', 'N171') [[16.713114]]
('N250', 'N252') [[16.713074]]
('N4', 'N189') [[16.713055]]
('N108', 'N154') [[16.713032]]
('N157', 'N243') [[16.712946]]
('N66', 'N227') [[16.712921]]
('N117', 'N120') [[16.712795]]
('N97', 'N240') [[16.712685]]
('N22', 'N192') [[16.712543]]
('N13', 'N87') [[16.7124]]
('N134', 'N189') [[16.71232]]
('N200', 'N207') [[16.712273]]
('N36', 'N167') [[16.712122]]
('N173', 'N213') [[16.712053]]
('N29', 'N79') [[16.711885]]
('N97', 'N166') [[16.71188]]
('N9', 'N196') [[16.711842]]
('N13', 'N97') [[16.711775]]
('N31', 'N51') [[16.711592]]
('N37', 'N192') [[16.711517]]
('N4', 'N197') [[16.711483]]
('N124', 'N130') [[16.71144]]
('N148', 'N179') [[16.711418]]
('N100', 'N178') [[16.711376]]
('N66', 'N183') [[16.711372]]
('N212', 'N213') [[16.711353]]
('N16', 'N250') [[16.71123]]
('N137', 'N142') [[16.711212]]
('N72', 'N157') [[16.711191]]
('N14', 'N38') [[16.711111]]
('N101', 'N122') [[16.711102]]
('N0', 'N76') [[16.71109]]
('N16', 'N36') [[16.711023]]
('N10', 'N215') [[16.710989]]
('N24', 'N246') [[16.71091]]
('N167', 'N247') [[16.710907]]
('N161', 'N162') [[16.710876]]
('N32', 'N202') [[16.710691]]
('N3', 'N210') [[16.71068]]
('N70', 'N131') [[16.710629]]
('N28', 'N214') [[16.71047]]
('N47', 'N106') [[16.7104]]
('N69', 'N204') [[16.710365]]
('N79', 'N221') [[16.710335]]
('N128', 'N140') [[16.710323]]
('N111', 'N168') [[16.710253]]
('N127', 'N193') [[16.710192]]
('N22', 'N30') [[16.710178]]
('N100', 'N220') [[16.710155]]
('N161', 'N165') [[16.710144]]
('N193', 'N242') [[16.7101]]
('N47', 'N54') [[16.71005]]
('N112', 'N242') [[16.70995]]
('N86', 'N223') [[16.709904]]
('N22', 'N195') [[16.709896]]
('N83', 'N132') [[16.709873]]
('N56', 'N122') [[16.70984]]
('N0', 'N93') [[16.70979]]
('N101', 'N146') [[16.709782]]
('N0', 'N2') [[16.709465]]
('N5', 'N108') [[16.70917]]
('N60', 'N203') [[16.709124]]
('N49', 'N215') [[16.709108]]
('N91', 'N145') [[16.709015]]
('N78', 'N157') [[16.708925]]
('N204', 'N250') [[16.708767]]
('N94', 'M0P2') [[16.708721]]
('N57', 'N141') [[16.70851]]
('N174', 'N211') [[16.70848]]
('N4', 'N210') [[16.708456]]
('N90', 'N117') [[16.708431]]
('N98', 'N180') [[16.70843]]
('N75', 'N240') [[16.708414]]
('N138', 'N162') [[16.708357]]
('N50', 'N138') [[16.708248]]
('N8', 'N244') [[16.708212]]
('N112', 'N232') [[16.708208]]
('N157', 'N228') [[16.70818]]
('N188', 'N205') [[16.708168]]
('N99', 'N135') [[16.708103]]
('N206', 'N216') [[16.708096]]
('N47', 'N251') [[16.707983]]
('N140', 'N225') [[16.707945]]
('N202', 'N223') [[16.707943]]
('N27', 'N162') [[16.707943]]
('N38', 'N178') [[16.707838]]
('N47', 'N149') [[16.7078]]
('N111', 'N131') [[16.707773]]
('N128', 'N238') [[16.707737]]
('N165', 'N192') [[16.707724]]
('N40', 'N64') [[16.707722]]
('N31', 'N100') [[16.707712]]
('N117', 'N223') [[16.70771]]
('N135', 'N180') [[16.707706]]
('N41', 'N109') [[16.707693]]
('N71', 'N161') [[16.70759]]
('N113', 'N195') [[16.70745]]
('N101', 'N113') [[16.707445]]
('N227', 'N246') [[16.707386]]
('N98', 'N108') [[16.707285]]
('N195', 'N248') [[16.707163]]
('N127', 'N219') [[16.707146]]
('N8', 'N38') [[16.70705]]
('N66', 'N210') [[16.706877]]
('N49', 'N210') [[16.70678]]
('N20', 'N115') [[16.706657]]
('N30', 'N243') [[16.706587]]
('N115', 'N223') [[16.70653]]
('N30', 'N76') [[16.706514]]
('N99', 'N125') [[16.706316]]
('N112', 'N127') [[16.706305]]
('N2', 'N45') [[16.706297]]
('N77', 'N161') [[16.706284]]
('N110', 'N177') [[16.706257]]
('N118', 'N192') [[16.706102]]
('N0', 'N8') [[16.706064]]
('N11', 'N246') [[16.706049]]
('N15', 'N249') [[16.706]]
('N37', 'N117') [[16.705927]]
('N148', 'N175') [[16.705902]]
('N59', 'N91') [[16.705723]]
('N27', 'N114') [[16.705566]]
('N44', 'N80') [[16.705524]]
('N218', 'N252') [[16.705385]]
('N81', 'N226') [[16.705338]]
('N132', 'N252') [[16.705313]]
('N50', 'N169') [[16.705297]]
('N48', 'N244') [[16.705297]]
('N30', 'N42') [[16.70528]]
('N124', 'N241') [[16.705242]]
('N1', 'N91') [[16.70514]]
('N91', 'N184') [[16.705086]]
('N18', 'N46') [[16.705074]]
('N35', 'N246') [[16.705069]]
('N7', 'N8') [[16.704975]]
('N109', 'N200') [[16.7049]]
('N130', 'N161') [[16.704876]]
('N70', 'N167') [[16.70473]]
('N107', 'N248') [[16.704708]]
('N75', 'N98') [[16.704685]]
('N22', 'N116') [[16.70465]]
('N58', 'N227') [[16.704636]]
('N137', 'N160') [[16.704578]]
('N96', 'N174') [[16.704458]]
('N71', 'N228') [[16.704453]]
('N6', 'N89') [[16.704409]]
('N217', 'N233') [[16.704338]]
('N43', 'N86') [[16.704231]]
('N96', 'N161') [[16.70422]]
('N148', 'N191') [[16.704191]]
('N5', 'N24') [[16.704145]]
('N111', 'N238') [[16.704063]]
('N57', 'N148') [[16.704031]]
('N140', 'N161') [[16.703955]]
('N100', 'N124') [[16.703917]]
('N55', 'N160') [[16.703821]]
('N3', 'N206') [[16.703733]]
('N124', 'N234') [[16.70369]]
('N59', 'N104') [[16.70367]]
('N44', 'N158') [[16.703583]]
('N100', 'N217') [[16.703577]]
('N25', 'N56') [[16.703465]]
('N85', 'N119') [[16.703388]]
('N195', 'N206') [[16.703373]]
('N35', 'N157') [[16.703342]]
('N26', 'N252') [[16.703299]]
('N64', 'N148') [[16.703226]]
('N2', 'N249') [[16.703203]]
('N41', 'N119') [[16.703085]]
('N153', 'N208') [[16.703083]]
('N47', 'N236') [[16.702894]]
('N29', 'N131') [[16.70273]]
('N114', 'N116') [[16.702723]]
('N127', 'N225') [[16.702705]]
('N214', 'N236') [[16.702585]]
('N80', 'N238') [[16.702536]]
('N40', 'N213') [[16.702372]]
('N22', 'N28') [[16.7023]]
('N109', 'N212') [[16.702261]]
('N40', 'N145') [[16.702116]]
('N132', 'N183') [[16.702076]]
('N77', 'N121') [[16.702063]]
('N74', 'N248') [[16.701973]]
('N89', 'N247') [[16.70194]]
('N26', 'N147') [[16.70193]]
('N90', 'N148') [[16.701895]]
('N122', 'N248') [[16.70185]]
('N128', 'N184') [[16.701815]]
('N90', 'N210') [[16.701708]]
('N197', 'N210') [[16.70164]]
('N16', 'N243') [[16.701567]]
('N76', 'N125') [[16.70146]]
('N109', 'N130') [[16.701378]]
('N41', 'N90') [[16.70132]]
('N145', 'N242') [[16.701256]]
('N74', 'N204') [[16.701164]]
('N71', 'N234') [[16.70113]]
('N37', 'N225') [[16.701057]]
('N25', 'N38') [[16.700932]]
('N24', 'N135') [[16.700867]]
('N60', 'N218') [[16.70085]]
('N124', 'N247') [[16.700802]]
('N50', 'N211') [[16.70075]]
('N2', 'N140') [[16.700727]]
('N103', 'N225') [[16.700706]]
('N18', 'N47') [[16.700615]]
('N63', 'N164') [[16.700583]]
('N75', 'N228') [[16.700575]]
('N46', 'N134') [[16.70049]]
('N18', 'N213') [[16.700464]]
('N13', 'N232') [[16.700237]]
('N154', 'N246') [[16.700178]]
('N117', 'N138') [[16.700155]]
('N2', 'N78') [[16.700071]]
('N193', 'N227') [[16.700026]]
('N0', 'N246') [[16.699987]]
('N150', 'N238') [[16.699953]]
('N47', 'N50') [[16.699821]]
('N9', 'N158') [[16.699657]]
('N91', 'N147') [[16.699474]]
('N2', 'N161') [[16.699453]]
('N43', 'N90') [[16.699419]]
('N25', 'N76') [[16.69931]]
('N76', 'N91') [[16.699286]]
('N27', 'N78') [[16.699251]]
('N131', 'N162') [[16.699232]]
('N39', 'N249') [[16.699198]]
('N21', 'N199') [[16.698872]]
('N59', 'N98') [[16.698784]]
('N15', 'N164') [[16.698767]]
('N237', 'N253') [[16.698473]]
('N71', 'N77') [[16.698462]]
('N47', 'N179') [[16.698444]]
('N47', 'N127') [[16.698349]]
('N26', 'N164') [[16.698345]]
('N65', 'N195') [[16.698122]]
('N30', 'N97') [[16.69806]]
('N110', 'N243') [[16.698046]]
('N22', 'N57') [[16.698006]]
('N29', 'N204') [[16.697989]]
('N228', 'N241') [[16.697987]]
('N66', 'N213') [[16.697924]]
('N117', 'N180') [[16.697872]]
('N2', 'N134') [[16.697788]]
('N2', 'N46') [[16.69772]]
('N18', 'N93') [[16.697474]]
('N70', 'N104') [[16.697376]]
('N111', 'N237') [[16.697287]]
('N31', 'N113') [[16.697266]]
('N11', 'N131') [[16.697153]]
('N65', 'N101') [[16.697117]]
('N38', 'N43') [[16.69705]]
('N188', 'N193') [[16.696997]]
('N90', 'N185') [[16.69692]]
('N60', 'N133') [[16.696863]]
('N100', 'N127') [[16.696854]]
('N114', 'N213') [[16.696815]]
('N65', 'N98') [[16.696693]]
('N12', 'N178') [[16.696642]]
('N22', 'N119') [[16.696625]]
('N40', 'N217') [[16.696566]]
('N32', 'N147') [[16.696522]]
('N126', 'N140') [[16.696434]]
('N79', 'N158') [[16.696367]]
('N84', 'N154') [[16.696323]]
('N8', 'N240') [[16.696278]]
('N0', 'N202') [[16.696272]]
('N178', 'N222') [[16.69622]]
('N218', 'N234') [[16.696077]]
('N149', 'N157') [[16.696049]]
('N99', 'N101') [[16.696]]
('N91', 'N134') [[16.695984]]
('N57', 'N246') [[16.695953]]
('N134', 'N176') [[16.695919]]
('N104', 'N249') [[16.695833]]
('N66', 'N131') [[16.695803]]
('N11', 'N33') [[16.695734]]
('N179', 'N197') [[16.695698]]
('N117', 'N246') [[16.695639]]
('N8', 'N154') [[16.69563]]
('N47', 'N168') [[16.695627]]
('N194', 'N208') [[16.695524]]
('N8', 'N153') [[16.69549]]
('N102', 'N192') [[16.695465]]
('N48', 'N215') [[16.695412]]
('N25', 'N189') [[16.695341]]
('N102', 'N185') [[16.69527]]
('N160', 'N179') [[16.695229]]
('N40', 'N150') [[16.695148]]
('N191', 'N223') [[16.695091]]
('N167', 'N226') [[16.69508]]
('N9', 'N63') [[16.695066]]
('N232', 'N243') [[16.695004]]
('N187', 'N209') [[16.69487]]
('N26', 'N153') [[16.694778]]
('N148', 'N221') [[16.694729]]
('N32', 'N119') [[16.694723]]
('N156', 'N214') [[16.694605]]
('N134', 'N185') [[16.694569]]
('N95', 'N170') [[16.69451]]
('N37', 'N249') [[16.694435]]
('N246', 'N253') [[16.694414]]
('N12', 'N188') [[16.6942]]
('N104', 'N117') [[16.694143]]
('N56', 'N209') [[16.6941]]
('N216', 'N227') [[16.693968]]
('N98', 'N203') [[16.693777]]
('N38', 'N54') [[16.69353]]
('N90', 'N147') [[16.69334]]
('N176', 'N225') [[16.693302]]
('N75', 'N184') [[16.693241]]
('N148', 'N149') [[16.69322]]
('N19', 'N170') [[16.693209]]
('N11', 'N175') [[16.693172]]
('N31', 'N124') [[16.693113]]
('N82', 'N113') [[16.693102]]
('N55', 'N93') [[16.693058]]
('N169', 'N222') [[16.693047]]
('N110', 'N174') [[16.692997]]
('N97', 'N252') [[16.692772]]
('N10', 'N93') [[16.69276]]
('N35', 'N130') [[16.692703]]
('N17', 'N147') [[16.692648]]
('N83', 'N155') [[16.692493]]
('N71', 'N170') [[16.69243]]
('N33', 'N124') [[16.692415]]
('N157', 'N163') [[16.692238]]
('N20', 'N149') [[16.69221]]
('N31', 'N38') [[16.69206]]
('N95', 'N224') [[16.692047]]
('N156', 'N213') [[16.691961]]
('N153', 'N156') [[16.691956]]
('N86', 'N116') [[16.691954]]
('N47', 'N246') [[16.691954]]
('N116', 'N250') [[16.69194]]
('N19', 'N78') [[16.691822]]
('N129', 'N206') [[16.691818]]
('N60', 'N63') [[16.691517]]
('N63', 'N193') [[16.691515]]
('N144', 'N146') [[16.691507]]
('N62', 'N228') [[16.691347]]
('N0', 'N234') [[16.69117]]
('N227', 'N228') [[16.690937]]
('N75', 'N76') [[16.690819]]
('N150', 'N227') [[16.690765]]
('N10', 'N176') [[16.690722]]
('N4', 'N159') [[16.690655]]
('N166', 'N195') [[16.690634]]
('N42', 'N236') [[16.690592]]
('N27', 'N226') [[16.69053]]
('N0', 'N103') [[16.690506]]
('N98', 'N103') [[16.69042]]
('N109', 'N127') [[16.690369]]
('N80', 'N188') [[16.69005]]
('N1', 'N135') [[16.689909]]
('N99', 'N211') [[16.689886]]
('N64', 'N205') [[16.689852]]
('N5', 'N237') [[16.689783]]
('N37', 'N170') [[16.689558]]
('N60', 'N100') [[16.689526]]
('N17', 'N35') [[16.689442]]
('N70', 'N170') [[16.6893]]
('N93', 'N217') [[16.689295]]
('N95', 'N227') [[16.689276]]
('N146', 'N252') [[16.689205]]
('N26', 'N221') [[16.689148]]
('N35', 'N139') [[16.68912]]
('N64', 'N149') [[16.689081]]
('N147', 'N221') [[16.688776]]
('N86', 'N132') [[16.688696]]
('N162', 'N204') [[16.688608]]
('N166', 'N251') [[16.688585]]
('N153', 'N177') [[16.688421]]
('N238', 'N253') [[16.688337]]
('N140', 'N155') [[16.688328]]
('N131', 'N213') [[16.688173]]
('N36', 'N151') [[16.68814]]
('N132', 'N176') [[16.688131]]
('N2', 'N212') [[16.688072]]
('N67', 'N199') [[16.687906]]
('N99', 'N180') [[16.687738]]
('N157', 'N208') [[16.687662]]
('N87', 'N210') [[16.687632]]
('N46', 'N113') [[16.687593]]
('N200', 'N217') [[16.687538]]
('N141', 'N161') [[16.687536]]
('N21', 'N64') [[16.687502]]
('N89', 'N206') [[16.687334]]
('N60', 'N65') [[16.687296]]
('N117', 'N119') [[16.687271]]
('N236', 'N246') [[16.687254]]
('N15', 'N40') [[16.687195]]
('N46', 'N51') [[16.687183]]
('N42', 'N76') [[16.687092]]
('N124', 'N204') [[16.687078]]
('N121', 'N211') [[16.686974]]
('N4', 'N229') [[16.686956]]
('N11', 'N134') [[16.686884]]
('N48', 'N136') [[16.68686]]
('N99', 'N218') [[16.686857]]
('N96', 'N155') [[16.686789]]
('N24', 'N250') [[16.686785]]
('N59', 'N225') [[16.686743]]
('N112', 'N128') [[16.686731]]
('N124', 'N210') [[16.686705]]
('N19', 'N125') [[16.68668]]
('N174', 'N218') [[16.686329]]
('N112', 'N205') [[16.686184]]
('N7', 'N96') [[16.686043]]
('N28', 'N39') [[16.686022]]
('N57', 'N163') [[16.686012]]
('N38', 'N139') [[16.685938]]
('N16', 'N218') [[16.685722]]
('N62', 'N123') [[16.68569]]
('N144', 'N215') [[16.685553]]
('N101', 'N141') [[16.685505]]
('N97', 'N149') [[16.685482]]
('N108', 'N187') [[16.685478]]
('N66', 'N96') [[16.685457]]
('N205', 'N228') [[16.685398]]
('N69', 'N213') [[16.685379]]
('N51', 'N220') [[16.685379]]
('N79', 'N209') [[16.68534]]
('N49', 'N227') [[16.685219]]
('N28', 'N35') [[16.685192]]
('N18', 'N76') [[16.684956]]
('N35', 'N131') [[16.684673]]
('N89', 'N226') [[16.684671]]
('N77', 'N207') [[16.684603]]
('N153', 'N180') [[16.684599]]
('N107', 'N202') [[16.684547]]
('N91', 'N220') [[16.684458]]
('N43', 'N148') [[16.684456]]
('N36', 'N74') [[16.68436]]
('N103', 'N244') [[16.684359]]
('N40', 'N238') [[16.684357]]
('N79', 'N185') [[16.684341]]
('N7', 'N133') [[16.684296]]
('N9', 'N140') [[16.68419]]
('N165', 'N249') [[16.684175]]
('N96', 'N207') [[16.684072]]
('N85', 'N93') [[16.683962]]
('N77', 'N215') [[16.68396]]
('N90', 'N112') [[16.68394]]
('N44', 'N53') [[16.683884]]
('N78', 'N206') [[16.68385]]
('N76', 'N148') [[16.683828]]
('N84', 'N220') [[16.683825]]
('N13', 'N145') [[16.683628]]
('N136', 'N227') [[16.683607]]
('N36', 'N228') [[16.683552]]
('N76', 'N229') [[16.683523]]
('N60', 'N246') [[16.68342]]
('N18', 'N249') [[16.68342]]
('N154', 'N248') [[16.683407]]
('N28', 'N136') [[16.683332]]
('N47', 'N165') [[16.683233]]
('N189', 'N218') [[16.683174]]
('N43', 'N218') [[16.68312]]
('N116', 'N126') [[16.6831]]
('N49', 'N205') [[16.683052]]
('N133', 'N150') [[16.682898]]
('N109', 'N235') [[16.682888]]
('N91', 'N95') [[16.6828]]
('N27', 'N44') [[16.682602]]
('N4', 'N75') [[16.682554]]
('N52', 'N242') [[16.68253]]
('N57', 'N193') [[16.682478]]
('N42', 'N193') [[16.682423]]
('N44', 'N118') [[16.682413]]
('N87', 'N218') [[16.682264]]
('N28', 'N160') [[16.682226]]
('N85', 'N163') [[16.682219]]
('N75', 'N81') [[16.682165]]
('N0', 'N141') [[16.682026]]
('N41', 'N210') [[16.681969]]
('N103', 'N214') [[16.681936]]
('N16', 'N146') [[16.681826]]
('N76', 'N188') [[16.68182]]
('N29', 'N70') [[16.68171]]
('N81', 'N187') [[16.68157]]
('N203', 'N205') [[16.68154]]
('N138', 'N193') [[16.681477]]
('N0', 'N136') [[16.681454]]
('N126', 'N235') [[16.681416]]
('N64', 'N138') [[16.681412]]
('N0', 'N187') [[16.681353]]
('N41', 'N206') [[16.681194]]
('N159', 'M0P2') [[16.68119]]
('N98', 'N111') [[16.681183]]
('N121', 'N232') [[16.681099]]
('N94', 'N218') [[16.681]]
('N146', 'N166') [[16.680872]]
('N74', 'N81') [[16.68082]]
('N83', 'N93') [[16.680664]]
('N101', 'N119') [[16.680624]]
('N100', 'N200') [[16.6805]]
('N133', 'N174') [[16.68046]]
('N30', 'N220') [[16.68038]]
('N41', 'N192') [[16.680323]]
('N10', 'N224') [[16.680298]]
('N86', 'N124') [[16.680243]]
('N91', 'N180') [[16.680048]]
('N23', 'N44') [[16.680004]]
