('M0P1', 'M0P2') [[39.81325]]
('N86', 'N251') [[16.44372]]
('N89', 'N169') [[16.443686]]
('N6', 'N99') [[16.443632]]
('N193', 'N211') [[16.443628]]
('N19', 'N182') [[16.443436]]
('N155', 'M0P1') [[16.443352]]
('N147', 'N212') [[16.4431]]
('N107', 'N152') [[16.443066]]
('N23', 'N101') [[16.442999]]
('N129', 'N173') [[16.442984]]
('N40', 'M0P2') [[16.44297]]
('N93', 'N245') [[16.442928]]
('N12', 'N80') [[16.442818]]
('N213', 'N252') [[16.442717]]
('N28', 'N250') [[16.442232]]
('N45', 'N231') [[16.442183]]
('N123', 'N206') [[16.442097]]
('N5', 'N215') [[16.44202]]
('N92', 'N227') [[16.441711]]
('N4', 'N110') [[16.441664]]
('N169', 'N194') [[16.441584]]
('N78', 'N193') [[16.441505]]
('N38', 'N178') [[16.441395]]
('N169', 'N243') [[16.441282]]
('N99', 'N197') [[16.441229]]
('N107', 'N178') [[16.441141]]
('N44', 'N86') [[16.441013]]
('N137', 'N227') [[16.44098]]
('N50', 'N87') [[16.440977]]
('N124', 'N246') [[16.440943]]
('N87', 'N104') [[16.44089]]
('N22', 'N212') [[16.440678]]
('N61', 'N169') [[16.440483]]
('N57', 'N163') [[16.440483]]
('N39', 'N151') [[16.440184]]
('N19', 'N210') [[16.440168]]
('N81', 'N83') [[16.440132]]
('N47', 'N49') [[16.43989]]
('N146', 'N224') [[16.439888]]
('N6', 'N47') [[16.439882]]
('N115', 'N128') [[16.439838]]
('N77', 'N213') [[16.439817]]
('N24', 'N195') [[16.439796]]
('N170', 'N250') [[16.439772]]
('N19', 'N81') [[16.43954]]
('N9', 'N37') [[16.43942]]
('N5', 'N96') [[16.439264]]
('N93', 'N99') [[16.439156]]
('N37', 'N133') [[16.438995]]
('N4', 'N58') [[16.438951]]
('N236', 'N241') [[16.438936]]
('N43', 'N89') [[16.438915]]
('N65', 'N157') [[16.438763]]
('N128', 'N136') [[16.438728]]
('N152', 'N234') [[16.438581]]
('N207', 'N236') [[16.438398]]
('N60', 'N207') [[16.438385]]
('N9', 'N78') [[16.438381]]
('N29', 'N141') [[16.438292]]
('N63', 'N140') [[16.438286]]
('N195', 'N207') [[16.438255]]
('N64', 'N112') [[16.438208]]
('N47', 'N93') [[16.438164]]
('N86', 'N151') [[16.438143]]
('N153', 'N158') [[16.43812]]
('N90', 'N219') [[16.437916]]
('N128', 'N249') [[16.437565]]
('N61', 'N190') [[16.437548]]
('N24', 'N225') [[16.437546]]
('N180', 'N238') [[16.437365]]
('N142', 'N155') [[16.4373]]
('N4', 'N237') [[16.437162]]
('N19', 'N250') [[16.436932]]
('N56', 'N177') [[16.436926]]
('N31', 'N227') [[16.436653]]
('N82', 'N83') [[16.436646]]
('N2', 'N133') [[16.43646]]
('N104', 'N210') [[16.436417]]
('N13', 'N195') [[16.436298]]
('N130', 'N227') [[16.436295]]
('N70', 'N99') [[16.436274]]
('N9', 'N175') [[16.436268]]
('N97', 'N250') [[16.436148]]
('N42', 'N112') [[16.436068]]
('N237', 'N250') [[16.43584]]
('N84', 'N148') [[16.435688]]
('N103', 'N245') [[16.435457]]
('N61', 'N201') [[16.435434]]
('N116', 'N214') [[16.435389]]
('N4', 'N106') [[16.435299]]
('N47', 'N188') [[16.435282]]
('N28', 'N192') [[16.435234]]
('N129', 'N250') [[16.435225]]
('N66', 'N210') [[16.435192]]
('N44', 'N207') [[16.435171]]
('N147', 'N156') [[16.435156]]
('N213', 'N222') [[16.435104]]
('N111', 'N223') [[16.435019]]
('N193', 'N210') [[16.434965]]
('N161', 'M0P2') [[16.434946]]
('N10', 'N242') [[16.434944]]
('N25', 'N74') [[16.434824]]
('N95', 'N244') [[16.434738]]
('N139', 'N194') [[16.434427]]
('N157', 'N178') [[16.434385]]
('N148', 'N234') [[16.434364]]
('N9', 'N56') [[16.434357]]
('N146', 'N251') [[16.43435]]
('N25', 'N248') [[16.434298]]
('N111', 'N150') [[16.43421]]
('N6', 'N111') [[16.434135]]
('N200', 'N239') [[16.434097]]
('N133', 'N148') [[16.434093]]
('N201', 'N227') [[16.434072]]
('N139', 'N195') [[16.433943]]
('N0', 'N159') [[16.433746]]
('N108', 'M0P2') [[16.433712]]
('N118', 'N165') [[16.433704]]
('N177', 'N209') [[16.433655]]
('N20', 'N173') [[16.433632]]
('N178', 'N217') [[16.433493]]
('N19', 'N110') [[16.43339]]
('N157', 'N169') [[16.433332]]
('N134', 'N185') [[16.433315]]
('N13', 'N65') [[16.433207]]
('N105', 'N242') [[16.433203]]
('N41', 'N118') [[16.433199]]
('N50', 'N172') [[16.433187]]
('N77', 'N107') [[16.433079]]
('N63', 'N99') [[16.433027]]
('N6', 'N152') [[16.432888]]
('N24', 'N198') [[16.432817]]
('N107', 'N223') [[16.432774]]
('N4', 'N142') [[16.432758]]
('N23', 'N53') [[16.432737]]
('N40', 'N66') [[16.432364]]
('N67', 'N120') [[16.432333]]
('N118', 'N158') [[16.432314]]
('N53', 'N97') [[16.432281]]
('N53', 'N87') [[16.432262]]
('N145', 'M0P2') [[16.432247]]
('N108', 'N234') [[16.432228]]
('N41', 'N45') [[16.432196]]
('N47', 'N156') [[16.432009]]
('N148', 'N154') [[16.431993]]
('N124', 'N152') [[16.431992]]
('N6', 'N60') [[16.43199]]
('N141', 'N224') [[16.431969]]
('N210', 'N235') [[16.43186]]
('N9', 'N186') [[16.431833]]
('N0', 'N192') [[16.43179]]
('N34', 'N168') [[16.431593]]
('N81', 'N97') [[16.43153]]
('N48', 'N146') [[16.431458]]
('N97', 'N112') [[16.431429]]
('N41', 'N217') [[16.430897]]
('N109', 'N140') [[16.430676]]
('N97', 'N154') [[16.430674]]
('N109', 'N243') [[16.430609]]
('N44', 'N139') [[16.430586]]
('N123', 'N182') [[16.430462]]
('N160', 'N195') [[16.43044]]
('N20', 'N65') [[16.430368]]
('N152', 'N237') [[16.430273]]
('N23', 'N24') [[16.430265]]
('N41', 'N142') [[16.430187]]
('N34', 'N146') [[16.430162]]
('N162', 'M0P2') [[16.429878]]
('N196', 'N207') [[16.429863]]
('N38', 'N200') [[16.429821]]
('N83', 'N108') [[16.429514]]
('N128', 'N238') [[16.429398]]
('N4', 'N202') [[16.429369]]
('N124', 'N155') [[16.429234]]
('N7', 'N25') [[16.429092]]
('N111', 'N178') [[16.429005]]
('N20', 'N62') [[16.428942]]
('N160', 'N211') [[16.42888]]
('N80', 'N248') [[16.428858]]
('N45', 'N90') [[16.428741]]
('N132', 'N165') [[16.428673]]
('N87', 'N99') [[16.428598]]
('N25', 'N146') [[16.428589]]
('N99', 'N194') [[16.428574]]
('N51', 'N216') [[16.42857]]
('N60', 'N210') [[16.428509]]
('N184', 'M0P1') [[16.428503]]
('N90', 'N218') [[16.428268]]
('N13', 'N112') [[16.428205]]
('N10', 'N159') [[16.428123]]
('N51', 'N83') [[16.428045]]
('N72', 'N152') [[16.427954]]
('N97', 'N248') [[16.427885]]
('N99', 'N114') [[16.427835]]
('N12', 'N40') [[16.427792]]
('N54', 'N192') [[16.427774]]
('N57', 'N170') [[16.427767]]
('N78', 'N221') [[16.427765]]
('N195', 'N212') [[16.427711]]
('N6', 'N211') [[16.42769]]
('N212', 'N226') [[16.427538]]
('N4', 'N98') [[16.427382]]
('N51', 'N223') [[16.427172]]
('N87', 'N220') [[16.426859]]
('N25', 'N67') [[16.426786]]
('N33', 'N108') [[16.426752]]
('N47', 'N120') [[16.426743]]
('N105', 'N192') [[16.426676]]
('N157', 'N234') [[16.426474]]
('N31', 'N78') [[16.426426]]
('N93', 'N151') [[16.426361]]
('N187', 'N234') [[16.426212]]
('N134', 'N171') [[16.426191]]
('N60', 'N67') [[16.426115]]
('N92', 'M0P2') [[16.425943]]
('N8', 'N129') [[16.425798]]
('N141', 'N161') [[16.425488]]
('N138', 'N158') [[16.425446]]
('N20', 'N171') [[16.425444]]
('N13', 'N34') [[16.425432]]
('N164', 'N177') [[16.425428]]
('N94', 'N231') [[16.425383]]
('N7', 'N87') [[16.425356]]
('N122', 'N252') [[16.425247]]
('N205', 'N231') [[16.425217]]
('N226', 'N229') [[16.425138]]
('N92', 'N195') [[16.425085]]
('N23', 'N34') [[16.425053]]
('N64', 'N216') [[16.42495]]
('N77', 'N245') [[16.42482]]
('N83', 'N211') [[16.424604]]
('N32', 'N38') [[16.424528]]
('N48', 'N210') [[16.424498]]
('N192', 'N243') [[16.424425]]
('N152', 'N155') [[16.424402]]
('N245', 'N250') [[16.424397]]
('N6', 'N165') [[16.424307]]
('N134', 'N160') [[16.424118]]
('N42', 'N129') [[16.424]]
('N123', 'N178') [[16.423958]]
('N41', 'N148') [[16.423952]]
('N151', 'N252') [[16.42391]]
('N43', 'N61') [[16.423532]]
('N148', 'N183') [[16.423452]]
('N137', 'N169') [[16.423439]]
('N84', 'N203') [[16.42336]]
('N31', 'N147') [[16.423191]]
('N86', 'N237') [[16.423185]]
('N60', 'N216') [[16.423168]]
('N10', 'N109') [[16.422972]]
('N12', 'N93') [[16.422806]]
('N13', 'N47') [[16.422665]]
('N224', 'N237') [[16.422499]]
('N0', 'N66') [[16.42249]]
('N83', 'N252') [[16.422476]]
('N56', 'N146') [[16.422413]]
('N134', 'N152') [[16.422403]]
('N31', 'N224') [[16.42218]]
('N214', 'N234') [[16.422068]]
('N118', 'N221') [[16.42203]]
('N77', 'N210') [[16.421978]]
('N84', 'N158') [[16.421965]]
('N67', 'N77') [[16.421858]]
('N130', 'M0P2') [[16.421803]]
('N49', 'N56') [[16.421745]]
('N84', 'N234') [[16.42153]]
('N57', 'N87') [[16.421429]]
('N82', 'N156') [[16.42136]]
('N10', 'N71') [[16.421051]]
('N128', 'N144') [[16.420897]]
('N151', 'N238') [[16.42062]]
('N36', 'N127') [[16.420494]]
('N152', 'N216') [[16.420332]]
('N155', 'N205') [[16.420103]]
('N168', 'N172') [[16.420084]]
('N109', 'N172') [[16.420025]]
('N103', 'N239') [[16.419996]]
('N141', 'N151') [[16.419977]]
('N235', 'N250') [[16.41997]]
('N59', 'N74') [[16.41983]]
('N215', 'M0P1') [[16.41978]]
('N178', 'N210') [[16.419632]]
('N80', 'N158') [[16.419607]]
('N82', 'N128') [[16.419516]]
('N86', 'N125') [[16.419357]]
('N182', 'N214') [[16.419329]]
('N195', 'N217') [[16.41917]]
('N98', 'N211') [[16.418955]]
('N2', 'N169') [[16.418911]]
('N207', 'N226') [[16.418768]]
('N122', 'N141') [[16.418701]]
('N2', 'N191') [[16.418377]]
('N36', 'N43') [[16.418333]]
('N39', 'N192') [[16.418324]]
('N73', 'N109') [[16.418026]]
('N129', 'N237') [[16.418003]]
('N123', 'N213') [[16.418003]]
('N173', 'N252') [[16.417913]]
('N93', 'N228') [[16.417835]]
('N124', 'N201') [[16.417809]]
('N177', 'N248') [[16.41776]]
('N19', 'N107') [[16.417679]]
('N84', 'N87') [[16.417604]]
('N174', 'N236') [[16.417587]]
('N49', 'N142') [[16.417564]]
('N104', 'M0P2') [[16.417366]]
('N7', 'N175') [[16.417107]]
('N165', 'N240') [[16.417103]]
('N160', 'N214') [[16.417038]]
('N69', 'N182') [[16.417006]]
('N171', 'N239') [[16.41686]]
('N47', 'N239') [[16.416842]]
('N57', 'N108') [[16.416769]]
('N4', 'N23') [[16.416637]]
('N51', 'N221') [[16.416565]]
('N127', 'N128') [[16.41651]]
('N218', 'N245') [[16.416368]]
('N62', 'N157') [[16.41634]]
('N223', 'N246') [[16.41633]]
('N207', 'N222') [[16.416025]]
('N24', 'N38') [[16.41598]]
('N2', 'N185') [[16.415968]]
('N99', 'N122') [[16.415829]]
('N223', 'M0P2') [[16.415558]]
('N221', 'N236') [[16.415504]]
('N41', 'N235') [[16.415495]]
('N206', 'N250') [[16.41543]]
('N52', 'N108') [[16.41535]]
('N24', 'N57') [[16.41526]]
('N186', 'N250') [[16.415257]]
('N193', 'N203') [[16.415106]]
('N177', 'N180') [[16.414831]]
('N40', 'N205') [[16.414827]]
('N36', 'N184') [[16.41465]]
('N49', 'N154') [[16.41456]]
('N43', 'N49') [[16.414495]]
('N6', 'N69') [[16.414326]]
('N157', 'N192') [[16.414246]]
('N127', 'N178') [[16.414236]]
('N178', 'N240') [[16.414177]]
('N77', 'N248') [[16.414139]]
('N47', 'N138') [[16.414034]]
('N241', 'N245') [[16.413942]]
('N24', 'N127') [[16.413671]]
('N23', 'N57') [[16.41358]]
('N218', 'N227') [[16.413536]]
('N177', 'N228') [[16.413454]]
('N8', 'N86') [[16.413404]]
('N157', 'N224') [[16.413382]]
('N53', 'N141') [[16.41307]]
('N136', 'N139') [[16.41302]]
('N180', 'N223') [[16.41293]]
('N71', 'N193') [[16.4129]]
('N98', 'N171') [[16.412855]]
('N61', 'N129') [[16.412601]]
('N221', 'N243') [[16.412563]]
('N104', 'N216') [[16.41255]]
('N105', 'M0P2') [[16.412374]]
('N121', 'N192') [[16.412373]]
('N144', 'N227') [[16.412306]]
('N77', 'N216') [[16.412302]]
('N195', 'N208') [[16.412096]]
('N139', 'N172') [[16.412056]]
('N70', 'N97') [[16.412033]]
('N86', 'N198') [[16.412031]]
('N47', 'N224') [[16.411625]]
('N13', 'N146') [[16.411596]]
('N163', 'M0P2') [[16.41149]]
('N0', 'N187') [[16.411394]]
('N51', 'N155') [[16.411335]]
('N67', 'N189') [[16.411287]]
('N31', 'N79') [[16.411217]]
('N51', 'N108') [[16.41098]]
('N195', 'M0P1') [[16.410809]]
('N95', 'N231') [[16.410765]]
('N51', 'N192') [[16.410727]]
('N36', 'N149') [[16.41054]]
('N2', 'N45') [[16.410398]]
('N10', 'N217') [[16.410028]]
('N86', 'N113') [[16.409985]]
('N12', 'N116') [[16.409843]]
('N102', 'N239') [[16.409777]]
('N0', 'N185') [[16.409689]]
('N19', 'N111') [[16.409584]]
('N38', 'N95') [[16.409512]]
('N53', 'N60') [[16.409252]]
('N13', 'N208') [[16.409227]]
('N122', 'N156') [[16.409039]]
('N9', 'N211') [[16.408972]]
('N129', 'N228') [[16.408854]]
('N182', 'N239') [[16.40885]]
('N43', 'N172') [[16.408836]]
('N30', 'N152') [[16.408705]]
('N83', 'N95') [[16.408596]]
('N63', 'N201') [[16.408478]]
('N50', 'N124') [[16.408367]]
('N159', 'N239') [[16.408142]]
('N93', 'N178') [[16.408112]]
('N82', 'N230') [[16.407997]]
('N101', 'N163') [[16.407932]]
('N82', 'N227') [[16.407928]]
('N85', 'N224') [[16.407923]]
('N99', 'N129') [[16.407885]]
('N21', 'N210') [[16.407873]]
('N110', 'N192') [[16.407848]]
('N140', 'N224') [[16.407753]]
('N21', 'N156') [[16.407623]]
('N239', 'N244') [[16.407558]]
('N73', 'N97') [[16.407469]]
('N138', 'N163') [[16.407286]]
('N61', 'N147') [[16.40725]]
('N175', 'N222') [[16.40722]]
('N72', 'N250') [[16.407217]]
('N146', 'N192') [[16.40719]]
('N189', 'N236') [[16.40713]]
('N123', 'N245') [[16.407122]]
('N4', 'N40') [[16.40708]]
('N124', 'N216') [[16.407064]]
('N87', 'N226') [[16.406805]]
('N223', 'N226') [[16.406775]]
('N99', 'N107') [[16.406572]]
('N84', 'N129') [[16.40632]]
('N221', 'N222') [[16.406204]]
('N158', 'N160') [[16.40606]]
('N171', 'N240') [[16.406046]]
('N147', 'N163') [[16.405977]]
('N0', 'N60') [[16.405886]]
('N36', 'N196') [[16.40587]]
('N5', 'N197') [[16.405802]]
('N48', 'N147') [[16.405716]]
('N127', 'N250') [[16.405437]]
('N98', 'N156') [[16.405382]]
('N67', 'N241') [[16.405298]]
('N5', 'N75') [[16.405224]]
('N10', 'N132') [[16.405067]]
('N20', 'N234') [[16.404825]]
('N24', 'N155') [[16.404652]]
('N152', 'N240') [[16.40456]]
('N32', 'N207') [[16.40444]]
('N65', 'N211') [[16.404406]]
('N139', 'N175') [[16.404306]]
('N71', 'N246') [[16.404165]]
('N73', 'N90') [[16.404055]]
('N20', 'N77') [[16.40387]]
('N58', 'N99') [[16.403614]]
('N43', 'N63') [[16.403603]]
('N105', 'N178') [[16.403482]]
('N29', 'N250') [[16.403475]]
('N183', 'N221') [[16.403406]]
('N107', 'N120') [[16.40336]]
('N196', 'N208') [[16.403078]]
('N108', 'N114') [[16.403042]]
('N118', 'N148') [[16.402925]]
('N73', 'N195') [[16.402863]]
('N99', 'N210') [[16.40286]]
('N228', 'N236') [[16.402803]]
('N220', 'N224') [[16.402777]]
('N99', 'N108') [[16.402777]]
('N0', 'N134') [[16.40272]]
('N227', 'N246') [[16.40262]]
('N42', 'N182') [[16.402552]]
('N40', 'N119') [[16.402494]]
('N63', 'N83') [[16.402168]]
('N49', 'N252') [[16.402159]]
('N30', 'N175') [[16.401752]]
('N61', 'N64') [[16.401728]]
('N139', 'N154') [[16.40168]]
('N36', 'N224') [[16.401655]]
('N98', 'N216') [[16.401598]]
('N116', 'N139') [[16.401587]]
('N70', 'N104') [[16.401417]]
('N122', 'N153') [[16.40139]]
('N87', 'N165') [[16.401388]]
('N2', 'N14') [[16.40138]]
('N6', 'N146') [[16.40121]]
('N4', 'N24') [[16.401062]]
('N212', 'N245') [[16.401045]]
('N99', 'N223') [[16.400948]]
('N38', 'N150') [[16.400927]]
('N70', 'N236') [[16.400734]]
('N57', 'N152') [[16.400595]]
('N88', 'N129') [[16.400497]]
('N83', 'N112') [[16.400408]]
('N24', 'N95') [[16.400387]]
('N43', 'N71') [[16.400373]]
('N108', 'N184') [[16.400331]]
('N192', 'N208') [[16.400242]]
('N49', 'N61') [[16.400167]]
('N0', 'N121') [[16.400053]]
('N10', 'N179') [[16.39984]]
('N205', 'M0P1') [[16.399708]]
('N59', 'N111') [[16.3995]]
('N101', 'N213') [[16.399414]]
('N49', 'N236') [[16.399086]]
('N137', 'N245') [[16.399033]]
('N39', 'N61') [[16.398653]]
('N108', 'N223') [[16.39862]]
('N230', 'M0P2') [[16.398577]]
('N66', 'N148') [[16.398544]]
('N10', 'N31') [[16.398468]]
('N19', 'N129') [[16.398369]]
('N28', 'N189') [[16.3982]]
('N202', 'N227') [[16.398117]]
('N172', 'N250') [[16.39805]]
('N5', 'N159') [[16.398]]
('N108', 'N228') [[16.397982]]
('N155', 'N173') [[16.397978]]
('N90', 'N122') [[16.397795]]
('N80', 'N87') [[16.397753]]
('N24', 'N224') [[16.39766]]
('N40', 'N44') [[16.39764]]
('N53', 'N189') [[16.397627]]
('N41', 'N74') [[16.39758]]
('N0', 'N49') [[16.397509]]
('N95', 'N182') [[16.39748]]
('N39', 'N229') [[16.397179]]
('N107', 'N148') [[16.397058]]
('N213', 'N251') [[16.396702]]
('N8', 'N147') [[16.396564]]
('N25', 'N225') [[16.396433]]
('N71', 'N240') [[16.396425]]
('N74', 'N93') [[16.396328]]
('N149', 'N225') [[16.396282]]
('N25', 'N231') [[16.396233]]
('N44', 'N224') [[16.396194]]
('N90', 'N185') [[16.396172]]
('N13', 'N36') [[16.396141]]
('N94', 'N139') [[16.396122]]
('N103', 'N211') [[16.396088]]
('N10', 'N136') [[16.396082]]
('N97', 'N239') [[16.396013]]
('N31', 'N156') [[16.395948]]
('N124', 'N217') [[16.395899]]
('N213', 'N241') [[16.395798]]
('N72', 'N141') [[16.39567]]
('N118', 'M0P2') [[16.395601]]
('N90', 'N194') [[16.395435]]
('N20', 'N240') [[16.39543]]
('N139', 'N211') [[16.3954]]
('N148', 'N153') [[16.395363]]
('N118', 'N234') [[16.39534]]
('N120', 'N246') [[16.395075]]
('N124', 'N196') [[16.39503]]
('N141', 'N241') [[16.394974]]
('N140', 'N195') [[16.394823]]
('N5', 'N149') [[16.39477]]
('N47', 'N240') [[16.394686]]
('N5', 'N189') [[16.39455]]
('N194', 'N207') [[16.394539]]
('N83', 'M0P2') [[16.394316]]
('N134', 'N241') [[16.394207]]
('N134', 'N236') [[16.39417]]
('N101', 'N183') [[16.39417]]
('N10', 'N146') [[16.394035]]
('N86', 'N117') [[16.394014]]
('N155', 'N252') [[16.394003]]
('N173', 'N241') [[16.393879]]
('N25', 'N129') [[16.39387]]
('N40', 'N41') [[16.393867]]
('N152', 'N250') [[16.393816]]
('N64', 'N87') [[16.393723]]
('N53', 'N108') [[16.39367]]
('N71', 'N83') [[16.393665]]
('N78', 'N241') [[16.393604]]
('N53', 'N182') [[16.393602]]
('N43', 'N108') [[16.393547]]
('N2', 'N99') [[16.393532]]
('N41', 'N109') [[16.393442]]
('N39', 'N152') [[16.393324]]
('N163', 'N201') [[16.39305]]
('N52', 'N177') [[16.392979]]
('N112', 'N235') [[16.392958]]
('N243', 'N252') [[16.392742]]
('N55', 'N227') [[16.392738]]
('N64', 'N195') [[16.392715]]
('N13', 'N121') [[16.392714]]
('N87', 'N228') [[16.392658]]
('N9', 'N90') [[16.39243]]
('N178', 'N221') [[16.392414]]
('N117', 'N245') [[16.39233]]
('N0', 'N52') [[16.392328]]
('N96', 'N216') [[16.392279]]
('N116', 'N146') [[16.392246]]
('N41', 'N98') [[16.39221]]
('N2', 'N231') [[16.392159]]
('N132', 'N172') [[16.392136]]
('N81', 'N82') [[16.392117]]
('N19', 'N97') [[16.392046]]
('N28', 'N109') [[16.392029]]
('N57', 'N192') [[16.392023]]
('N95', 'N147') [[16.391972]]
('N31', 'N60') [[16.391953]]
('N105', 'N207') [[16.39187]]
('N13', 'N234') [[16.391853]]
('N118', 'N170') [[16.391851]]
('N71', 'N86') [[16.391838]]
('N4', 'N124') [[16.391739]]
('N47', 'N207') [[16.391678]]
('N6', 'N74') [[16.391611]]
('N237', 'N245') [[16.391426]]
('N121', 'N226') [[16.391386]]
('N90', 'N244') [[16.391302]]
('N161', 'N216') [[16.39129]]
('N4', 'N94') [[16.391266]]
('N154', 'N218') [[16.391254]]
('N12', 'N13') [[16.391178]]
('N118', 'N169') [[16.39116]]
('N129', 'N211') [[16.391039]]
('N128', 'N200') [[16.390871]]
('N140', 'N192') [[16.39075]]
('N84', 'N132') [[16.390722]]
('N235', 'N239') [[16.39044]]
('N139', 'N148') [[16.390085]]
('N185', 'N241') [[16.39004]]
('N175', 'N224') [[16.389986]]
('N222', 'N239') [[16.389883]]
('N84', 'N182') [[16.389881]]
('N39', 'N97') [[16.389866]]
('N152', 'N226') [[16.389854]]
('N10', 'N73') [[16.389778]]
('N7', 'N216') [[16.389704]]
('N95', 'N216') [[16.389696]]
('N4', 'N71') [[16.389616]]
('N110', 'M0P1') [[16.389574]]
('N0', 'N137') [[16.389364]]
('N28', 'M0P2') [[16.389349]]
('N178', 'N211') [[16.389261]]
('N9', 'N80') [[16.389164]]
('N118', 'N187') [[16.38888]]
('N16', 'N216') [[16.38877]]
('N28', 'N111') [[16.38855]]
('N159', 'N177') [[16.388504]]
('N128', 'N164') [[16.388485]]
('N6', 'N120') [[16.388384]]
('N157', 'N248') [[16.38835]]
('N56', 'N94') [[16.388237]]
('N84', 'N104') [[16.388182]]
('N128', 'N183') [[16.388126]]
('N59', 'N236') [[16.388058]]
('N24', 'N51') [[16.388056]]
('N139', 'N229') [[16.388002]]
('N2', 'N235') [[16.387938]]
('N57', 'N252') [[16.387905]]
('N151', 'N202') [[16.387823]]
('N3', 'N210') [[16.387785]]
('N0', 'N76') [[16.387568]]
('N38', 'N103') [[16.387562]]
('N0', 'N166') [[16.387527]]
('N66', 'N223') [[16.387487]]
('N134', 'N187') [[16.387468]]
('N94', 'N251') [[16.387388]]
('N10', 'N208') [[16.387316]]
('N147', 'N241') [[16.387278]]
('N90', 'N129') [[16.387228]]
('N48', 'N99') [[16.387129]]
('N12', 'N46') [[16.386703]]
('N128', 'N133') [[16.386677]]
('N50', 'N97') [[16.386602]]
('N36', 'N139') [[16.386547]]
('N168', 'N187') [[16.386545]]
('N24', 'N241') [[16.386543]]
('N63', 'N207') [[16.38649]]
('N34', 'N89') [[16.3864]]
('N85', 'N245') [[16.386303]]
('N36', 'N210') [[16.386253]]
('N128', 'N191') [[16.38622]]
('N37', 'N192') [[16.3862]]
('N156', 'N202') [[16.38586]]
('N124', 'N179') [[16.38577]]
('N51', 'N235') [[16.385689]]
('N205', 'N220') [[16.38555]]
('N4', 'N148') [[16.385511]]
('N128', 'N168') [[16.38551]]
('N42', 'N236') [[16.385473]]
('N96', 'N128') [[16.38511]]
('N210', 'N248') [[16.384968]]
('N186', 'N224') [[16.384876]]
('N5', 'N199') [[16.384851]]
('N97', 'N206') [[16.384762]]
('N25', 'N151') [[16.38469]]
('N142', 'N210') [[16.38467]]
('N110', 'N227') [[16.384579]]
('N172', 'N225') [[16.384563]]
('N4', 'N205') [[16.384539]]
('N83', 'N224') [[16.384277]]
('N25', 'N246') [[16.384176]]
('N125', 'N227') [[16.384146]]
('N1', 'N165') [[16.38408]]
('N104', 'M0P1') [[16.384003]]
('N5', 'N72') [[16.383991]]
('N101', 'N155') [[16.383898]]
('N86', 'N97') [[16.383745]]
('N85', 'N210') [[16.38366]]
('N92', 'N156') [[16.383562]]
('N12', 'N66') [[16.383524]]
('N61', 'N157') [[16.383444]]
('N148', 'N215') [[16.38338]]
('N127', 'N234') [[16.383186]]
('N116', 'N240') [[16.382854]]
('N169', 'N248') [[16.382689]]
('N41', 'N216') [[16.382599]]
('N0', 'N146') [[16.382526]]
('N2', 'N60') [[16.38251]]
('N112', 'N165') [[16.38236]]
('N147', 'N203') [[16.382189]]
('N34', 'N210') [[16.382156]]
('N67', 'N239') [[16.382093]]
('N14', 'N99') [[16.381937]]
('N136', 'N195') [[16.381891]]
('N123', 'N216') [[16.381859]]
('N241', 'M0P2') [[16.381851]]
('N218', 'N240') [[16.38183]]
('N2', 'N147') [[16.38181]]
('N22', 'N183') [[16.381662]]
('N236', 'N251') [[16.381643]]
('N25', 'N62') [[16.381641]]
('N155', 'N234') [[16.381624]]
('N108', 'N222') [[16.381573]]
('N29', 'N87') [[16.381525]]
('N78', 'N237') [[16.38149]]
('N50', 'N203') [[16.381365]]
('N69', 'N70') [[16.381157]]
('N202', 'N211') [[16.380983]]
('N9', 'N179') [[16.380922]]
('N0', 'N230') [[16.380863]]
('N62', 'N87') [[16.380758]]
('N72', 'N84') [[16.380701]]
('N205', 'M0P2') [[16.3806]]
('N67', 'N157') [[16.38049]]
('N36', 'N101') [[16.380453]]
('N193', 'N230') [[16.380243]]
('N99', 'N167') [[16.38024]]
('N127', 'N183') [[16.380234]]
