('M0P1', 'M0P2') [[39.81325]]
('N63', 'N228') [[16.507715]]
('N147', 'N193') [[16.50765]]
('N110', 'N252') [[16.507624]]
('N120', 'N124') [[16.50758]]
('N172', 'N206') [[16.507502]]
('N29', 'M0P1') [[16.507484]]
('N9', 'N82') [[16.507483]]
('N192', 'N215') [[16.50734]]
('N49', 'N186') [[16.507135]]
('N173', 'N182') [[16.5069]]
('N53', 'N222') [[16.50685]]
('N141', 'N178') [[16.506847]]
('N53', 'N201') [[16.506842]]
('N6', 'N63') [[16.506828]]
('N2', 'N148') [[16.506742]]
('N84', 'N189') [[16.506641]]
('N53', 'N73') [[16.506561]]
('N135', 'N250') [[16.506556]]
('N134', 'N202') [[16.506556]]
('N13', 'N186') [[16.506554]]
('N19', 'N38') [[16.506351]]
('N187', 'N224') [[16.50624]]
('N42', 'N216') [[16.506207]]
('N37', 'N116') [[16.506195]]
('N52', 'N175') [[16.506105]]
('N23', 'N242') [[16.506094]]
('N28', 'N50') [[16.506067]]
('N10', 'N171') [[16.506039]]
('N54', 'N169') [[16.506008]]
('N66', 'N94') [[16.505796]]
('N51', 'N132') [[16.50563]]
('N95', 'N207') [[16.505625]]
('N65', 'N177') [[16.505514]]
('N7', 'N201') [[16.505503]]
('N155', 'N231') [[16.50549]]
('N69', 'N210') [[16.50547]]
('N129', 'N241') [[16.505463]]
('N22', 'N195') [[16.505444]]
('N135', 'N229') [[16.505432]]
('N1', 'N38') [[16.505318]]
('N50', 'N182') [[16.505186]]
('N49', 'N104') [[16.505072]]
('N187', 'N242') [[16.504984]]
('N12', 'N108') [[16.504946]]
('N105', 'N202') [[16.504917]]
('N97', 'N210') [[16.504763]]
('N20', 'N238') [[16.504597]]
('N125', 'N250') [[16.504513]]
('N31', 'N252') [[16.504509]]
('N70', 'N246') [[16.504486]]
('N19', 'N43') [[16.504333]]
('N142', 'N226') [[16.504326]]
('N111', 'N141') [[16.504324]]
('N225', 'N229') [[16.504286]]
('N24', 'N231') [[16.50415]]
('N83', 'N155') [[16.503866]]
('N177', 'N194') [[16.5038]]
('N0', 'N120') [[16.503773]]
('N19', 'N227') [[16.50355]]
('N38', 'N142') [[16.503489]]
('N6', 'N238') [[16.503454]]
('N53', 'N183') [[16.503418]]
('N121', 'N239') [[16.503387]]
('N139', 'N151') [[16.50331]]
('N80', 'N202') [[16.503231]]
('N97', 'N101') [[16.50309]]
('N7', 'N187') [[16.50309]]
('N142', 'N178') [[16.503008]]
('N9', 'N89') [[16.502945]]
('N81', 'N189') [[16.502865]]
('N97', 'N175') [[16.50285]]
('N25', 'N192') [[16.502697]]
('N43', 'N158') [[16.502607]]
('N40', 'N80') [[16.502565]]
('N169', 'N222') [[16.502485]]
('N24', 'N43') [[16.502123]]
('N12', 'N251') [[16.501873]]
('N69', 'N160') [[16.501867]]
('N20', 'N152') [[16.501856]]
('N110', 'N141') [[16.501822]]
('N180', 'N207') [[16.501797]]
('N93', 'N132') [[16.50176]]
('N23', 'N142') [[16.50169]]
('N57', 'N230') [[16.501669]]
('N122', 'N158') [[16.501667]]
('N130', 'N250') [[16.501598]]
('N40', 'N223') [[16.501554]]
('N39', 'N99') [[16.501488]]
('N9', 'N217') [[16.501394]]
('N23', 'N45') [[16.501377]]
('N119', 'N139') [[16.501348]]
('N165', 'N223') [[16.501303]]
('N63', 'N236') [[16.501251]]
('N13', 'N223') [[16.50112]]
('N111', 'N213') [[16.501108]]
('N32', 'N94') [[16.501093]]
('N101', 'N149') [[16.501026]]
('N140', 'N239') [[16.500982]]
('N193', 'N227') [[16.500963]]
('N90', 'N162') [[16.500948]]
('N165', 'N238') [[16.500784]]
('N31', 'N118') [[16.500679]]
('N99', 'N141') [[16.500648]]
('N186', 'N230') [[16.500465]]
('N41', 'N77') [[16.500393]]
('N106', 'N245') [[16.500282]]
('N134', 'N205') [[16.500248]]
('N139', 'N214') [[16.50021]]
('N97', 'N225') [[16.500174]]
('N68', 'N140') [[16.500092]]
('N173', 'N195') [[16.49985]]
('N69', 'N220') [[16.49985]]
('N119', 'N147') [[16.499847]]
('N115', 'N152') [[16.499743]]
('N61', 'N163') [[16.499628]]
('N23', 'N60') [[16.49954]]
('N41', 'N46') [[16.499289]]
('N50', 'N212') [[16.499105]]
('N91', 'N207') [[16.49897]]
('N248', 'N250') [[16.49894]]
('N76', 'N182') [[16.498743]]
('N33', 'N39') [[16.498724]]
('N140', 'N173') [[16.498617]]
('N23', 'N247') [[16.4985]]
('N61', 'N148') [[16.498415]]
('N226', 'N227') [[16.498363]]
('N123', 'N210') [[16.498354]]
('N87', 'N139') [[16.498236]]
('N49', 'N55') [[16.498144]]
('N60', 'N240') [[16.498106]]
('N5', 'N125') [[16.498093]]
('N0', 'N62') [[16.497978]]
('N38', 'N39') [[16.497972]]
('N56', 'N141') [[16.497925]]
('N9', 'N226') [[16.497717]]
('N177', 'N229') [[16.497705]]
('N169', 'N250') [[16.497684]]
('N28', 'N174') [[16.49761]]
('N146', 'N177') [[16.497477]]
('N65', 'N167') [[16.497347]]
('N95', 'N140') [[16.497185]]
('N99', 'N242') [[16.49714]]
('N10', 'N193') [[16.496948]]
('N78', 'N97') [[16.496944]]
('N218', 'N224') [[16.496923]]
('N56', 'N240') [[16.496857]]
('N177', 'N199') [[16.496807]]
('N45', 'N195') [[16.496706]]
('N92', 'N224') [[16.496687]]
('N160', 'N224') [[16.49662]]
('N62', 'N153') [[16.496578]]
('N40', 'N160') [[16.496475]]
('N69', 'N163') [[16.496443]]
('N213', 'M0P1') [[16.496422]]
('N32', 'N129') [[16.496408]]
('N12', 'N221') [[16.496086]]
('N50', 'N65') [[16.495998]]
('N99', 'N216') [[16.495983]]
('N203', 'N216') [[16.495718]]
('N84', 'N230') [[16.495598]]
('N87', 'N98') [[16.495405]]
('N193', 'N226') [[16.495394]]
('N139', 'N181') [[16.495377]]
('N76', 'N128') [[16.495365]]
('N38', 'N106') [[16.495327]]
('N208', 'N220') [[16.495312]]
('N154', 'N221') [[16.495274]]
('N4', 'N41') [[16.495197]]
('N22', 'N234') [[16.495092]]
('N6', 'N10') [[16.494987]]
('N139', 'N241') [[16.494965]]
('N0', 'N35') [[16.494854]]
('N14', 'N47') [[16.4948]]
('N148', 'N210') [[16.494751]]
('N39', 'N112') [[16.494698]]
('N40', 'N84') [[16.494532]]
('N131', 'N156') [[16.49451]]
('N101', 'N122') [[16.49449]]
('N76', 'N216') [[16.49446]]
('N9', 'N251') [[16.494394]]
('N29', 'N51') [[16.494326]]
('N74', 'N231') [[16.494251]]
('N98', 'N104') [[16.494247]]
('N50', 'N251') [[16.494173]]
('N65', 'N84') [[16.493937]]
('N151', 'N246') [[16.493757]]
('N22', 'N223') [[16.493715]]
('N99', 'N164') [[16.493711]]
('N83', 'N116') [[16.49361]]
('N86', 'N135') [[16.493607]]
('N9', 'N216') [[16.493557]]
('N145', 'N227') [[16.493458]]
('N20', 'N28') [[16.49339]]
('N37', 'N53') [[16.493345]]
('N43', 'N169') [[16.493326]]
('N120', 'N182') [[16.49325]]
('N86', 'N132') [[16.49324]]
('N60', 'N127') [[16.493227]]
('N146', 'N189') [[16.49319]]
('N37', 'N157') [[16.493187]]
('N0', 'N1') [[16.493134]]
('N90', 'N139') [[16.493124]]
('N10', 'N183') [[16.493107]]
('N192', 'N203') [[16.492922]]
('N51', 'N65') [[16.492836]]
('N38', 'N229') [[16.492767]]
('N70', 'N116') [[16.492685]]
('N117', 'N239') [[16.49256]]
('N90', 'N134') [[16.492483]]
('N158', 'N240') [[16.492392]]
('N63', 'N195') [[16.492203]]
('N94', 'N220') [[16.492123]]
('N21', 'N236') [[16.492107]]
('N101', 'N192') [[16.492071]]
('N5', 'N138') [[16.49201]]
('N43', 'N70') [[16.491993]]
('N59', 'N251') [[16.491915]]
('N13', 'N160') [[16.491869]]
('N41', 'N172') [[16.49175]]
('N63', 'N230') [[16.49158]]
('N49', 'N122') [[16.491457]]
('N98', 'N139') [[16.49142]]
('N44', 'N73') [[16.491404]]
('N98', 'N123') [[16.491385]]
('N84', 'N194') [[16.491375]]
('N108', 'N119') [[16.491371]]
('N97', 'N212') [[16.491364]]
('N73', 'M0P1') [[16.491348]]
('N12', 'N207') [[16.49123]]
('N108', 'N112') [[16.491192]]
('N20', 'N52') [[16.49118]]
('N63', 'N243') [[16.491175]]
('N10', 'N54') [[16.491137]]
('N4', 'N130') [[16.491102]]
('N118', 'N132') [[16.490993]]
('N108', 'N224') [[16.490582]]
('N36', 'N41') [[16.489937]]
('N24', 'N205') [[16.48984]]
('N94', 'N252') [[16.489487]]
('N108', 'N217') [[16.489481]]
('N9', 'N123') [[16.489466]]
('N99', 'N138') [[16.489449]]
('N53', 'N180') [[16.489443]]
('N13', 'N40') [[16.489351]]
('N2', 'N195') [[16.489237]]
('N39', 'N78') [[16.489187]]
('N132', 'N142') [[16.489105]]
('N203', 'N206') [[16.489086]]
('N14', 'N225') [[16.48879]]
('N94', 'N188') [[16.488628]]
('N54', 'N152') [[16.48862]]
('N47', 'N134') [[16.488527]]
('N127', 'N226') [[16.48845]]
('N95', 'N212') [[16.488333]]
('N10', 'N225') [[16.488264]]
('N24', 'N31') [[16.48821]]
('N167', 'N239') [[16.488098]]
('N193', 'N244') [[16.488094]]
('N142', 'N235') [[16.48789]]
('N156', 'N242') [[16.487831]]
('N177', 'M0P2') [[16.48783]]
('N41', 'N84') [[16.48783]]
('N2', 'N216') [[16.487747]]
('N193', 'N248') [[16.487728]]
('N5', 'N114') [[16.487623]]
('N99', 'N157') [[16.487421]]
('N32', 'N177') [[16.487364]]
('N83', 'N152') [[16.487345]]
('N25', 'N117') [[16.487328]]
('N65', 'N66') [[16.487207]]
('N58', 'N168') [[16.487059]]
('N13', 'N192') [[16.487041]]
('N90', 'N229') [[16.487017]]
('N9', 'N12') [[16.487013]]
('N108', 'N189') [[16.487007]]
('N39', 'N193') [[16.486954]]
('N95', 'N121') [[16.486843]]
('N47', 'N104') [[16.486752]]
('N129', 'N201') [[16.486475]]
('N200', 'N210') [[16.486431]]
('N59', 'N169') [[16.486378]]
('N101', 'N139') [[16.486294]]
('N200', 'N245') [[16.48597]]
('N51', 'N85') [[16.485943]]
('N40', 'N63') [[16.485909]]
('N13', 'N246') [[16.485838]]
('N21', 'N205') [[16.485834]]
('N1', 'N201') [[16.485746]]
('N30', 'N246') [[16.485727]]
('N203', 'N213') [[16.485718]]
('N29', 'N193') [[16.485575]]
('N147', 'N250') [[16.485432]]
('N42', 'N227') [[16.485432]]
('N124', 'N231') [[16.485426]]
('N89', 'N177') [[16.48524]]
('N184', 'N236') [[16.485218]]
('N125', 'N216') [[16.48503]]
('N78', 'N218') [[16.48495]]
('N10', 'N170') [[16.484837]]
('N39', 'N155') [[16.484804]]
('N77', 'N101') [[16.484747]]
('N105', 'N156') [[16.484598]]
('N139', 'N193') [[16.484581]]
('N0', 'N142') [[16.484426]]
('N4', 'N33') [[16.484356]]
('N50', 'N169') [[16.48432]]
('N4', 'N70') [[16.484207]]
('N187', 'N210') [[16.4841]]
('N59', 'N227') [[16.483938]]
('N13', 'N53') [[16.483698]]
('N111', 'N142') [[16.48356]]
('N109', 'N187') [[16.483517]]
('N38', 'N105') [[16.483328]]
('N19', 'N48') [[16.483137]]
('N4', 'N59') [[16.483046]]
('N23', 'N244') [[16.482994]]
('N169', 'N195') [[16.4829]]
('N123', 'N246') [[16.482876]]
('N164', 'N227') [[16.482843]]
('N101', 'N196') [[16.482798]]
('N23', 'N54') [[16.482708]]
('N177', 'N249') [[16.48257]]
('N111', 'N147') [[16.482561]]
('N146', 'N152') [[16.482458]]
('N74', 'N108') [[16.482227]]
('N205', 'N229') [[16.482214]]
('N24', 'N229') [[16.48217]]
('N225', 'N245') [[16.482084]]
('N60', 'N135') [[16.482048]]
('N128', 'N185') [[16.481682]]
('N9', 'N151') [[16.48165]]
('N203', 'N226') [[16.481592]]
('N95', 'N205') [[16.481373]]
('N111', 'N183') [[16.48136]]
('N13', 'N183') [[16.481236]]
('N52', 'N171') [[16.481195]]
('N50', 'N178') [[16.481173]]
('N37', 'N66') [[16.481005]]
('N118', 'N239') [[16.480995]]
('N61', 'N235') [[16.480934]]
('N58', 'N213') [[16.480795]]
('N47', 'N201') [[16.480755]]
('N40', 'N238') [[16.480734]]
('N10', 'N248') [[16.480719]]
('N158', 'N195') [[16.480564]]
('N115', 'N129') [[16.48047]]
('N2', 'N170') [[16.48041]]
('N141', 'N245') [[16.480392]]
('N87', 'N232') [[16.480333]]
('N1', 'N156') [[16.480333]]
('N69', 'N175') [[16.48031]]
('N65', 'M0P1') [[16.48025]]
('N163', 'N200') [[16.48024]]
('N119', 'N183') [[16.480122]]
('N9', 'N147') [[16.480066]]
('N167', 'N234') [[16.47986]]
('N111', 'N165') [[16.479664]]
('N77', 'N146') [[16.479597]]
('N116', 'N216') [[16.479582]]
('N5', 'N37') [[16.479483]]
('N10', 'N21') [[16.479477]]
('N6', 'N104') [[16.479383]]
('N44', 'N105') [[16.479374]]
('N63', 'N216') [[16.47931]]
('N52', 'N56') [[16.47931]]
('N4', 'N114') [[16.479258]]
('N6', 'N127') [[16.479197]]
('N25', 'N206') [[16.479145]]
('N38', 'N57') [[16.478823]]
('N99', 'N225') [[16.478731]]
('N42', 'N223') [[16.47866]]
('N231', 'N243') [[16.478655]]
('N80', 'N210') [[16.478455]]
('N134', 'N180') [[16.478218]]
('N65', 'N159') [[16.478178]]
('N92', 'N245') [[16.478163]]
('N29', 'N124') [[16.47812]]
('N43', 'N175') [[16.478077]]
('N22', 'N43') [[16.477913]]
('N4', 'N61') [[16.477911]]
('N8', 'N23') [[16.477827]]
('N55', 'N245') [[16.477804]]
('N151', 'N210') [[16.477728]]
('N67', 'N193') [[16.477617]]
('N236', 'N250') [[16.477602]]
('N13', 'N166') [[16.477587]]
('N9', 'N118') [[16.477577]]
('N12', 'N177') [[16.477571]]
('N28', 'N118') [[16.477411]]
('N92', 'N241') [[16.477253]]
('N13', 'N158') [[16.477161]]
('N41', 'N43') [[16.476963]]
('N0', 'N222') [[16.476885]]
('N7', 'N94') [[16.47658]]
('N211', 'N221') [[16.476505]]
('N152', 'N231') [[16.476503]]
('N215', 'N216') [[16.476368]]
('N211', 'N251') [[16.476294]]
('N21', 'N28') [[16.47627]]
('N67', 'N90') [[16.476267]]
('N34', 'N82') [[16.476244]]
('N28', 'N227') [[16.476217]]
('N135', 'N224') [[16.476118]]
('N85', 'N250') [[16.476114]]
('N9', 'N184') [[16.476072]]
('N119', 'N239') [[16.476067]]
('N2', 'N87') [[16.476013]]
('N39', 'N110') [[16.475922]]
('N139', 'N167') [[16.475885]]
('N4', 'N29') [[16.475756]]
('N77', 'N168') [[16.475681]]
('N187', 'N203') [[16.475649]]
('N163', 'M0P1') [[16.475649]]
('N77', 'N179') [[16.475262]]
('N0', 'N179') [[16.475105]]
('N5', 'N33') [[16.4751]]
('N38', 'N138') [[16.474926]]
('N170', 'N225') [[16.474907]]
('N82', 'N250') [[16.474886]]
('N224', 'N229') [[16.474833]]
('N177', 'N186') [[16.474827]]
('N6', 'N194') [[16.474775]]
('N83', 'N234') [[16.474758]]
('N13', 'N97') [[16.474627]]
('N38', 'N124') [[16.47462]]
('N187', 'N246') [[16.4746]]
('N93', 'N154') [[16.474552]]
('N196', 'N250') [[16.474533]]
('N23', 'N213') [[16.474394]]
('N81', 'N99') [[16.47437]]
('N109', 'N218') [[16.474197]]
('N23', 'N201') [[16.474125]]
('N152', 'N243') [[16.473743]]
('N98', 'N136') [[16.473629]]
('N38', 'N145') [[16.473597]]
('N132', 'N192') [[16.473557]]
('N4', 'N192') [[16.473457]]
('N147', 'N225') [[16.473448]]
('N140', 'N154') [[16.473215]]
('N50', 'N141') [[16.473091]]
('N49', 'N192') [[16.47271]]
('N87', 'N194') [[16.472673]]
('N56', 'N227') [[16.472654]]
('N74', 'N210') [[16.47263]]
('N192', 'N194') [[16.472311]]
('N38', 'N146') [[16.47226]]
('N44', 'N87') [[16.472094]]
('N58', 'N177') [[16.472088]]
('N5', 'N145') [[16.471964]]
('N4', 'N134') [[16.471956]]
('N90', 'N191') [[16.471937]]
('N28', 'N73') [[16.471806]]
('N155', 'N214') [[16.471766]]
('N67', 'N164') [[16.47154]]
('N124', 'N164') [[16.47153]]
('N84', 'N173') [[16.471313]]
('N61', 'N210') [[16.47105]]
('N93', 'N187') [[16.471003]]
('N129', 'N196') [[16.470884]]
('N148', 'N237') [[16.470829]]
('N192', 'M0P1') [[16.470427]]
('N116', 'N118') [[16.470264]]
('N128', 'N215') [[16.470083]]
('N113', 'N227') [[16.469831]]
('N43', 'N160') [[16.46981]]
('N13', 'N69') [[16.469734]]
('N49', 'N66') [[16.469694]]
('N123', 'N141') [[16.469687]]
('N174', 'N207') [[16.469633]]
('N67', 'N230') [[16.469511]]
('N78', 'N238') [[16.469439]]
('N192', 'N210') [[16.469437]]
('N34', 'N213') [[16.469395]]
('N74', 'N245') [[16.469343]]
('N74', 'N227') [[16.469337]]
('N211', 'N216') [[16.469246]]
('N8', 'M0P1') [[16.469135]]
('N99', 'N163') [[16.468985]]
('N4', 'N7') [[16.468882]]
('N0', 'N37') [[16.468851]]
('N23', 'N193') [[16.468716]]
('N2', 'N157') [[16.468695]]
('N152', 'N211') [[16.468681]]
('N96', 'N241') [[16.468582]]
('N25', 'N154') [[16.46844]]
('N14', 'N210') [[16.468397]]
('N134', 'M0P2') [[16.468393]]
('N70', 'N177') [[16.468386]]
('N89', 'N224') [[16.4682]]
('N178', 'N228') [[16.468027]]
('N62', 'N128') [[16.468027]]
('N40', 'N70') [[16.467714]]
('N0', 'N218') [[16.467709]]
('N142', 'N250') [[16.467651]]
('N134', 'N186') [[16.46752]]
('N6', 'N19') [[16.467432]]
('N54', 'N216') [[16.46732]]
('N47', 'N181') [[16.4671]]
('N84', 'N142') [[16.46693]]
('N113', 'N236') [[16.466911]]
('N49', 'N82') [[16.466906]]
('N4', 'N97') [[16.46685]]
('N38', 'N134') [[16.466822]]
('N99', 'N202') [[16.466549]]
('N4', 'N136') [[16.466337]]
('N68', 'N182') [[16.46629]]
('N146', 'N231') [[16.466284]]
('N186', 'N228') [[16.466234]]
('N44', 'N240') [[16.466164]]
('N164', 'N173') [[16.466124]]
('N83', 'N87') [[16.466103]]
('N2', 'N123') [[16.466093]]
('N77', 'N95') [[16.466047]]
('N96', 'N195') [[16.465927]]
('N238', 'N239') [[16.465902]]
('N82', 'N213') [[16.465815]]
('N118', 'N155') [[16.46575]]
('N99', 'N186') [[16.465633]]
('N65', 'N248') [[16.465603]]
('N25', 'N101') [[16.46544]]
('N50', 'N210') [[16.465397]]
('N37', 'N213') [[16.465195]]
('N195', 'N252') [[16.465115]]
('N60', 'N90') [[16.464796]]
('N22', 'N169') [[16.464792]]
('N13', 'N236') [[16.464687]]
('N196', 'N216') [[16.464537]]
('N2', 'N152') [[16.464537]]
('N202', 'N210') [[16.464418]]
('N37', 'N104') [[16.464031]]
('N4', 'N204') [[16.46402]]
('N205', 'N223') [[16.464006]]
('N107', 'N124') [[16.463835]]
('N224', 'N243') [[16.46382]]
('N67', 'N111') [[16.463816]]
('N85', 'N177') [[16.463808]]
('N164', 'N216') [[16.463757]]
('N106', 'N124') [[16.46365]]
('N240', 'N243') [[16.463636]]
('N20', 'N142') [[16.463552]]
('N65', 'N245') [[16.463388]]
('N28', 'N180') [[16.463293]]
('N14', 'N205') [[16.46299]]
('N128', 'N189') [[16.46282]]
('N133', 'M0P1') [[16.462812]]
('N0', 'N119') [[16.462786]]
('N103', 'N210') [[16.462765]]
('N138', 'N169') [[16.462759]]
('N41', 'N243') [[16.462662]]
('N83', 'N89') [[16.462479]]
('N52', 'N62') [[16.461988]]
('N223', 'N248') [[16.46183]]
('N6', 'N144') [[16.461765]]
('N35', 'N40') [[16.461756]]
('N6', 'N172') [[16.461702]]
('N23', 'N41') [[16.461502]]
('N69', 'N122') [[16.46121]]
('N133', 'N156') [[16.46111]]
('N156', 'N185') [[16.461098]]
('N83', 'N98') [[16.461092]]
('N41', 'N82') [[16.461058]]
('N75', 'N90') [[16.461018]]
('N31', 'N70') [[16.460999]]
('N47', 'N222') [[16.460978]]
('N140', 'N231') [[16.460892]]
('N52', 'N142') [[16.460796]]
('N43', 'N118') [[16.460665]]
('N53', 'N147') [[16.46051]]
('N140', 'N217') [[16.460463]]
('N139', 'N230') [[16.460442]]
('N190', 'N225') [[16.460226]]
('N230', 'N240') [[16.460125]]
('N192', 'N196') [[16.460117]]
('N178', 'N216') [[16.460117]]
('N115', 'N239') [[16.459946]]
('N30', 'N101') [[16.459614]]
('N149', 'N177') [[16.459486]]
('N184', 'N216') [[16.459251]]
('N74', 'N251') [[16.459164]]
('N50', 'N116') [[16.459099]]
('N31', 'N203') [[16.459091]]
('N221', 'N235') [[16.459047]]
('N21', 'N23') [[16.458948]]
('N5', 'N115') [[16.45891]]
('N173', 'N236') [[16.458866]]
('N37', 'N57') [[16.458475]]
('N20', 'M0P2') [[16.458405]]
('N80', 'N178') [[16.458395]]
('N90', 'N235') [[16.458246]]
('N2', 'N51') [[16.458208]]
('N156', 'N168') [[16.458204]]
('N195', 'M0P2') [[16.457972]]
('N60', 'N111') [[16.457928]]
('N47', 'N99') [[16.457798]]
('N51', 'N238') [[16.457737]]
('N129', 'N152') [[16.457579]]
('N226', 'N241') [[16.457537]]
('N98', 'N151') [[16.457512]]
('N39', 'N67') [[16.457445]]
('N201', 'N237') [[16.457355]]
('N223', 'M0P1') [[16.45721]]
('N108', 'N127') [[16.45721]]
('N48', 'N182') [[16.457119]]
('N195', 'N223') [[16.456875]]
('N0', 'N160') [[16.456675]]
('N9', 'N159') [[16.456583]]
('N86', 'N154') [[16.456554]]
('N192', 'N236') [[16.456491]]
('N52', 'N132') [[16.456375]]
('N203', 'N212') [[16.456326]]
('N39', 'N168') [[16.456274]]
('N4', 'N221') [[16.45624]]
('N226', 'N246') [[16.456198]]
('N5', 'N143') [[16.456198]]
('N13', 'N37') [[16.456146]]
('N78', 'N228') [[16.455946]]
('N53', 'N54') [[16.455936]]
('N90', 'N174') [[16.455898]]
('N31', 'N50') [[16.455809]]
('N107', 'N187') [[16.455772]]
('N116', 'N250') [[16.455738]]
('N6', 'N62') [[16.45566]]
('N121', 'N128') [[16.455612]]
('N37', 'N71') [[16.455551]]
('N71', 'N101') [[16.455454]]
('N13', 'N70') [[16.455412]]
('N33', 'N134') [[16.455313]]
('N123', 'N155') [[16.455244]]
('N127', 'N220') [[16.455236]]
('N25', 'N93') [[16.455204]]
('N120', 'N128') [[16.455181]]
('N23', 'N115') [[16.455065]]
('N158', 'N241') [[16.454836]]
('N65', 'N192') [[16.45469]]
('N6', 'N118') [[16.454641]]
('N210', 'N211') [[16.454588]]
('N49', 'N172') [[16.454567]]
('N45', 'N156') [[16.454561]]
('N101', 'N141') [[16.454542]]
('N156', 'N178') [[16.45452]]
('N4', 'N132') [[16.45449]]
('N40', 'N158') [[16.454342]]
('N182', 'N223') [[16.454142]]
('N2', 'N212') [[16.453997]]
('N55', 'N210') [[16.453846]]
('N25', 'M0P2') [[16.453543]]
('N24', 'N47') [[16.453447]]
('N47', 'N211') [[16.453382]]
('N38', 'N154') [[16.453285]]
('N77', 'N93') [[16.45326]]
('N86', 'N161') [[16.453104]]
('N47', 'N94') [[16.45304]]
('N139', 'N165') [[16.453014]]
('N96', 'N147') [[16.452986]]
('N231', 'N251') [[16.452875]]
('N41', 'N201') [[16.45287]]
('N25', 'N211') [[16.452795]]
('N41', 'N194') [[16.452785]]
('N49', 'N178') [[16.452652]]
('N71', 'N87') [[16.4525]]
('N65', 'N94') [[16.452309]]
('N94', 'N243') [[16.452263]]
('N63', 'N124') [[16.45219]]
('N62', 'N98') [[16.452059]]
('N158', 'N252') [[16.451935]]
('N172', 'N220') [[16.451876]]
('N47', 'N139') [[16.4518]]
('N189', 'N234') [[16.451742]]
('N184', 'N234') [[16.451584]]
('N167', 'N231') [[16.451572]]
('N194', 'N242') [[16.451502]]
('N94', 'N135') [[16.451025]]
('N38', 'N110') [[16.450975]]
('N65', 'N124') [[16.45096]]
('N80', 'N90') [[16.450924]]
('N142', 'N236') [[16.450773]]
('N28', 'N77') [[16.450737]]
('N158', 'N216') [[16.450628]]
('N47', 'N152') [[16.450544]]
('N129', 'N221') [[16.450516]]
('N81', 'N245') [[16.45047]]
('N84', 'N184') [[16.45032]]
('N82', 'N195') [[16.450289]]
('N139', 'N158') [[16.450258]]
('N4', 'N34') [[16.450155]]
('N23', 'N226') [[16.450047]]
('N141', 'N156') [[16.449862]]
('N99', 'N193') [[16.44986]]
('N6', 'N155') [[16.449858]]
('N19', 'N201') [[16.449701]]
('N228', 'N250') [[16.449541]]
('N49', 'N73') [[16.44952]]
('N183', 'N246') [[16.449492]]
('N90', 'N133') [[16.449476]]
('N114', 'N129') [[16.449394]]
('N52', 'N205') [[16.44938]]
('N0', 'N252') [[16.449207]]
('N107', 'N239') [[16.44912]]
('N146', 'N240') [[16.449001]]
('N74', 'N111') [[16.448856]]
('N195', 'N201') [[16.448843]]
('N139', 'N196') [[16.44874]]
('N19', 'N202') [[16.448704]]
('N74', 'N250') [[16.448635]]
('N127', 'N229') [[16.448624]]
('N51', 'N173') [[16.448622]]
('N146', 'N167') [[16.448568]]
('N13', 'N43') [[16.448559]]
('N152', 'N175') [[16.448431]]
('N9', 'N87') [[16.44841]]
('N77', 'N139') [[16.448282]]
('N47', 'N184') [[16.448198]]
('N73', 'N123') [[16.44817]]
('N23', 'N235') [[16.448124]]
('N28', 'N196') [[16.44812]]
('N49', 'N109') [[16.448046]]
('N50', 'N104') [[16.447966]]
('N224', 'N227') [[16.44795]]
('N34', 'N192') [[16.447872]]
('N49', 'N71') [[16.4478]]
('N156', 'N237') [[16.447773]]
('N120', 'N221') [[16.447699]]
('N180', 'N192') [[16.447666]]
('N223', 'N231') [[16.447645]]
('N188', 'N239') [[16.44754]]
('N100', 'N128') [[16.447508]]
('N119', 'M0P2') [[16.447495]]
('N30', 'N124') [[16.447475]]
('N49', 'N69') [[16.447472]]
('N28', 'N45') [[16.447435]]
('N40', 'N207') [[16.44741]]
('N103', 'N192') [[16.447405]]
('N186', 'N221') [[16.447372]]
('N124', 'N212') [[16.44737]]
('N96', 'N111') [[16.4471]]
('N132', 'N220') [[16.446844]]
('N39', 'N227') [[16.446796]]
('N67', 'N185') [[16.446787]]
('N139', 'N235') [[16.446638]]
('N57', 'N141') [[16.446577]]
('N0', 'N98') [[16.446493]]
('N9', 'N67') [[16.446238]]
('N53', 'N208') [[16.446232]]
('N103', 'N224') [[16.446213]]
('N149', 'N155') [[16.446074]]
('N13', 'N153') [[16.445986]]
('N80', 'N187') [[16.445976]]
('N23', 'N208') [[16.44594]]
('N0', 'N72') [[16.445932]]
('N155', 'N174') [[16.445858]]
('N118', 'N164') [[16.445854]]
('N165', 'N250') [[16.445807]]
('N141', 'N143') [[16.445662]]
('N42', 'N231') [[16.445652]]
('N9', 'N236') [[16.445383]]
('N2', 'N37') [[16.44536]]
('N10', 'N17') [[16.445316]]
('N13', 'N98') [[16.445211]]
('N80', 'N94') [[16.445196]]
('N10', 'N143') [[16.444983]]
('N101', 'N110') [[16.44489]]
('N78', 'N208') [[16.44482]]
('N12', 'N101') [[16.444757]]
('N124', 'N208') [[16.444677]]
('N12', 'N69') [[16.444452]]
('N20', 'N252') [[16.444448]]
('N82', 'N141') [[16.444435]]
('N78', 'M0P1') [[16.444427]]
('N50', 'N229') [[16.444368]]
('N49', 'N135') [[16.444284]]
('N4', 'N186') [[16.44416]]
('N112', 'N237') [[16.44412]]
('N37', 'N87') [[16.444025]]
('N147', 'N187') [[16.443993]]
